STK_CD,CMP_NM,TRD_DT,ADJ_PRC,PREV_ADJ_PRC,ADJ_HIGH_PRC,PRC_CHG,HIGH_PRC_CHG,RPT_ID,RPT_TXT
3230,삼양식품,2024-07-11,630000,619000,675000,0.017770598,0.090468498,951485,"<b>2) 삼양식품(BUY, TP 75만원, 상향): 넓어진 보폭, 넓어질 보폭 </b><b>(1) 2Q24 Pre </b>2분기 연결 매출액 및 영업이익은 각각 3,787억원(YoY 32.7%), 757억원(YoY 71.8%)으로 추정한다. 시장 기대치가 높지만 충족할 것으로 기대한다. 2분기 삼양식품의 수출은 YoY 48% 증가한 것으로 추정된다. 1분기 YoY 55% 증가했는데 유사한 흐름이 이어지고 있다. 다만, 1분기는 상대적으로 단가가 높은 것으로 추산되는 미국 비중이 컸던 만큼 성장률은 QoQ 소폭 하락할 것으로 판단한다. 2분기는 ‘중국 6.18 쇼핑제’ 감안시 중국 비중이 QoQ 상승할 것으로 추정한다. ‘파리올림픽’을 계기로 유럽 향 수출도 큰 폭 증가하고 있는 것으로 파악된다. 미국은 주요 유통 마트 침투가 연내 안에 마무리될 것으로 예상된다. 현지 수요는 여전히 긍정적인 것으로 파악된다. <b>(2) 실적 전망 및 투자판단 </b>미국이 작년 8월부터 주요 오프라인 채널 입점이 시작되었던 점을 감안하면 3분기부터 베이스 부담은 존재한다. 그러나, 내년 밀양2공장 완공 이후 전체 Capa가 약 35% 증가할 것으로 예상된다. Capa 확대 계획에 맞춰 남미로의 진출도 가속화될 것으로 판단된다. 글로벌 급증하고 있는 ‘K-food’ 및 ‘불닭’ 인지도 감안시 중장기 사업 영역 확대 성공 가능성을 긍정적으로 평가할 수 있겠다. 중단기 이익 level-up 흐름이 이어질 것으로 기대한다. 목표주가는 이익 및 밸류에이션 조정해 기존 62만원에서 75만원으로 상향한다. <b>삼양식품 추정 재무제표 </b>"
49720,고려신용정보,2024-07-19,10230,10110,11400,0.011869436,0.127596439,951322,"<b>고려신용정보 </b><b>고려신용정보는 국내 대표적인 채권추심 전문기업 </b>고려신용정보는 1991년 설립된 국내 채권추심업 1위기업. 다수 금융사와의 위임 계약으로 사업 확대 중. 매출 비중은 채권추심 89.1%, 신용조사 6.3%, 민원대행 2.4% 기타 2.2%로 구분(1Q24 기준) <b>국내 채권추심업은 1995년 채권추심업 허가제 시행으로 본격화 </b>채권추심은 채권의 가치 보전과 회수를 위한 모든 행위로, 채권추심업은 1995년 신용정보법 제정으로 채권추심업 허가제가 시행되며 시작. 강압적인 채권추심 행위가 사회문제화 되기도 했으나 신용정보법 개정, 채권추심법 제정 등을 통해 불법 채권추심 행위는 점차 규율됨. 국내 채권추심 기업들의 합산 매출액은 2022년 주춤한 이후 2023년 다시 성장. 합산 영업이익은 2021년 이후 감소세. 그럼에도 고려신용정보 실적은 양호(2021~2023년 고려신용정보 영업이익 각각 131억원, 130억원, 140억원). 동사는 채권추심 분야 1위기업으로서 높은 시장점유율에 따른 규모의 경제 수혜 및 사업 운영 노하우 측면에서 타 채권추심 기업들과는 경쟁력이 차별화 <b>2024년에도 실적 성장 가능할 전망 </b>2023년 연간 연결 기준 매출액, 영업이익 각각 1,582억원, 140억원(각각 +7.8%, +7.6% YoY). 채권추심 위임계약이 전체적으로 증가하여 매출액, 영업이익이 안정적으로 성장. 2024년 연간 매출액, 영업이익 각각 1,705억원(+7.8 YoY), 152억원(+8.4 YoY)으로 전망. 매출액 성장은 전반적인 위임계약 및 약정수수료 수취 증가와 금융채권 사업 내 유동화자산본부 관련 매출 성장이 기대되기 때문. 매출액 성장에 따라 영업이익도 성장 기대. 동사의 비용은 주로 인건비와 지점 운영 임차료인데, 전년 대비 큰 비용 증가 요인은 없어 안정적일 전망 <b> 고려신용정보는 국내 채권추심업 1위기업 </b>고려신용정보는 1991년 설립된 고려신용정보는 1991년 설립된 국내 채권추심업 1위기업이다. 동사는 설립 초기 서울경찰청으로부터 신용조사업을 허가받아 신용조사 사업을 시작하였다. 이후 1995년 8월 재정경제원으로부터 신용정보업을, 1998년 7월 재정경제부로부터 채권추심업을 허가 받아 사업을 지속하고 있다. 2002년 1월 고려신용정보는 코스닥 시장에 상장하였고, 같은 해 시티은행(舊한미은행)과 채권추심 위임계약을 맺기도 하였다. 동사는 2004년 한국자산관리공사(KAMCO)와 채권추심 위임계약을 맺었고, 2007년 KT와 채권추심 위임계약을 하여 사업영역을 넓혔다. 2009년 동사는 KB손보(舊LIG손보), 나우IB캐피탈, 대우캐피탈, 우리캐피탈, 삼성카드 등 다수 금융기업들과 채권추심 위임계약을 맺었고, 2010년에는 대한주택보증, LG유플러스, 현대스위스저축은행, 광주은행, 청호나이스와 채권추심 위임계약을 하여 지속적으로 사업을 확대하였다. 2018년 1월 동사는 카드업계 1위인 신한카드와 채권추심 위임을 계약했고 같은 해 3월 現대표이사인 윤태훈 대표이사가 취임하였다. 2019년 고려신용정보는 연결 자회사인 행복드림금융대부㈜를 설립하여 대부업에 진출하기도 하였다. 동사는 2021년 케이뱅크와, 2023년 토스뱅크와 채권추심 위임계약을 하며 인터넷전문은행과의 협<b> 매출의 구성, 주요 제품/서비스 </b>동사 매출 비중은 채권추심 89.1%, 신용조사 6.3%, 민원대행 2.4% 기타 2.2%로 구분된다(1Q24 사업보고서 기준). 각 부문을 설명해보면 다음과 같다. 주력 사업인 채권추심 부문은 1) 채권추심 채무불이행자 재산 조사, 채무변제 채권추심 업무는 고려신용정보의 주력 사업이다. 채권추심 업무는 채권자의 위임을 받아 채무불이행자에 대한 재산조사, 채무변제 촉구 및 변제금 수령 등 채권자를 대신하여 채권추심을 행사하는 업무이다(근거법률: 신용정보의 이용 및 보호에 관한 법률 제2조 10호). 구체적인 업무는 1) 채권추심 업무수행을 위한 채무자 또는 채무관계자의 소재 파악 등, 2) 채무자 또는 채무관계자에 대한 재산조사, 3) 채무자 방문 등 채무변제의 촉구, 4) 변제금 수령 대행이다. 채권추심의 업무영역인 추심 대상 채권을 살펴보면 다음과 같다. 1) 민사채권(권원이 인정된 개인간의 대여금 등), 2) 상사채권(물품대금, 매매대금, 공사대금, 임가공비, 의료비, 용역대금 등), 3) 금융채권(금융기관 여신 및 카드 대금 등), 4) 전략채권(휴대폰/일반전화/인터넷 사용에 따른 통신요금 등), 5) 기타 생활채권(렌탈/보안/경비/도시가스/케이블 TV등) 등이 있다. 동사는 이외에도 채권관리 컨설팅 및 시스템 구축을 고객에게 제공하기도 한다. 채권추심의 업무절차를 간략히 알아보면 아래와 같다. 채권추심은 의뢰받은 고객으로부터 채권에 대한 추심 위임을 받은 후 업무절차에 따라 추심인력이 채권을 회수하고, 약정수수료가 동사의 주 매출원 변제금을 확보한 후 채권 회수를 마무리하게 된다. 동사는 이러한 결과로 약정수수료를 수취하게 되고(추심인력인 채권관리사와 약정수수료 일부 쉐어), 이 약정수수료가 동사의 매출액으로 인식된다. 신용조사 부문은 거래상대방의 2) 신용조사 신용조사 업무는 타인의 의뢰를 받아 거래상대방(법인)에 대한 식별, 신용도, 신용거래능력 등의 판단을 위하여 필요한 정보를 조사하고 제공하는 업무이다(근거법률: 신용정보의 이용 및 보호에 관한 법률 제2조 제9호). 구체적인 업무는 1) 신규 및 기존 거래상대방(법인)의 신용조사, 2) 채권보전을 위한 사전조사, 3) 폐업법인 등 회수불능채권에 대한 대손상각용 증빙 등 조사이다. 신용조사의 세부 조사범위는 다음과 같다. 1) 기업체 현황(본점소재지, 사업자번호, 법인등록번호, 대표이사, 자본금 등), 2) 주요정보(재무현황, 주주, 거래처 현황 등), 3) 신용정보(신용 등급 및 현금 흐름 등급, 카드 발급, 당좌개설정보), 4) 기타 산업재산권, 부동산 소유현황, 소재지 현황, 관급공사 낙찰내역 등이 일반적이다. 고려신용정보는 이러한 조사내역을 ‘신용조사회보서’로 의뢰처에 제공하게 되고, 신용조사회보서는 채무자에 대한 소송 전/후 채권보전용도 및 상거래 전 거래처 결제능력 여부확인, 법인의 대손처리 자료 등으로 유용하게 사용된다. 신용조사의 업무절차를 간략히 알아보면 아래와 같다. 3) 민원대행 민원대행 업무는 동사가 고객에게 제공하는 각종 조사 및 대행 서비스이다. 이는 권리확인(부동산과 동산의 임대차 현황 및 가격조사 업무), 현장조사(사업체 및 사업장의 현황조사 업무), Delivery Service(금융기관 대출서류 수령 업무) 등이다. 구체적인 업무는 전입/임대차 조사, 상가등록상황 조사, 부동산가격 조사, 리스/담보 관련 조사, 가맹점 실태조사, 차량 검수, 서류 수령, 권리침해 확인, 재직/사업자 확인 등이다. 고려신용정보는 채권추심 운영 노하우를 바탕으로 채권/채무 문제 해결, 사후 관리까지 고객에게 One-Stop Total Solution을 제공한다. 4) 기타 기타 매출의 대부분은 연결 자회사 행복드림금융대부의 매출액이다. 전술한 바와 같이 행복드림금융대부는 아파트 담보 대출을 주요 사업으로 하고 있다. <b> 주고객은 일반 고객(채권자), 금융기업 등 기업 고객으로 다양 </b>고려신용정보 주고객은 일반 채권자 고객, 금융기업, 통신사, 각종 금융 공기업 등으로 다양하다. 민사채권/전략채권/생활채권 관련해서는 주로 개인 고객이 다수이고, 상사채권/금융채권 관련해서는 기업 고객이 다수이다. 동사는 국내 채권추심 1위기업으로, 동사의 금융사 고객은 70여곳으로 다변화되어 있다. <b> 최대주주 등은 윤의국 회장 외 7인 </b>고려신용정보 최대주주는 윤의국 회장으로 14.0% 지분을 보유하고 있으며, 최대주주 및 기타특수관계인 7인의 지분 합은 48.9%이다(2024년 1분기 사업보고서 기준). 윤의국 회장은 1949년생으로, 1991년 고려신용정보를 설립한 설립자이다. 그는 고려신용정보를 국내 채권추심 1위 기업으로 성장시켰으며, 2000년에는 신용정보협회를 설립해 초대 협회장을 역임한 뒤 제5대 협회장으로 재취임하여 신용정보업계를 이끌기도 하였다. 윤의국 회장은 2022년 공식적으로 경영 일선에서 퇴임하였으며 이후 윤태훈 대표이사가 2세 경영을 본격화하였다. 윤태훈 대표이사는 윤의국 회장의 장남으로 1976년생이다. 윤태훈 대표이사는 2018년부터 대표이사직을 맡아오고 있다. 그는 서강대학교 경영대학원을 졸업했으며, 고려신용정보에서 19년 이상 근무하면서 경영지원본부장 등을 맡는 등 사내에서 경험을 쌓았다. 향후 그는 국내 채권추심 1위기업으로 고려신용정보 지위를 확고히 하고, 대부업, 캐피탈 등 여러 연관된 사업분야로 사업영역을 점차 확대할 것으로 예상된다. <b> 국내 채권추심업의 시작과 발전 등 현황 </b>‘채권의 공정한 추심에 관한 법률’은 채권추심을 ‘채무자에 대한 소재파악 및 재산조사, 채권에 대한 변제 요구, 채무자로부터 변제 수령 등 채권의 만족을 얻기 위한 일체의 행위’로 규정하고 있다. 이는 채권의 가치 보전과 회수를 위한 모든 행위, 즉 채무회수행위를 지칭한다. 국내 채권추심업의 시작과 전개 현황을 살펴보면 다음과 같다. 1995년, ‘신용정보의 이용 및 보호에 관한 법률(약칭: 신용정보법)’이 제정되었다. 해당 법률은 채권추심을 업(business)으로 영위하는 자를 채권추심업자로 규정하고, 일정한 자격요건을 갖추고 허가를 받도록 요구하였다. 대가를 전제로 채권자의 위임을 받아 채권을 추심하는 경우 무리한 추심행위로 인해 채무자의 피해가 발생할 개연성이 있으므로, 채권자가 직접 채권을 추심하는 것에 비해 상대적으로 채무자에 대한 보호 등을 법으로 요구하고 사업 영위를 위한 허가제를 제정한 것이다. 1997년 IMF 금융위기 발발로 인하여 금융권에 대규모 부실 채권이 급증하는 상황이 전개되며, 채권추심의 수요도 급증하게 되었다. 당시 신용정보법이 개정되면서 채권추심전문회사의 설립이 허용되었다. 이로 인해 채권추심전문회사들이 증가하며 채권추심 시장이 급격하게 성장하였다. 은행 및 대기업들은 경쟁적으로 채권추심전문 회사를 자회사로 설립하게 되었다. 은행 및 대기업 산하 채권추심전문 기업들은 모회사의 채권추심 담당 부서를 분사하거나, 모회사의 부실채권 추심 업무를 담당하는 캡티브 고객 확보 형태로 설립되는 경향이 강했다. 채권추심 산업 초기 단계에 있어서는 일부 사채업자들의 강압적인 채권추심 행위가 사회문제화 되었다. 이로써 합법적인 신용정보회사의 사회적 이미지도 함께 악화되기도 하였었다. IMF 금융위기 및 2003년 신용카드 위기 사태로 인해 대규모 개인부실채무가 발생하여 채권추심 수요가 증가하고 관련 전문회사도 단기간 내 설립이 많아지며 업체간 과당등을 통해 불법 채권추심 행위는 경쟁이 발생하기도 하였다. 2002년 ‘대부업의 등록 및 금융이용자 보호에 관한 법률(대부업법)’이 제정되었다. 이 법으로 사채업자는 대부업자로 등록되게 되어 최고 이자율은 제한되게 되었다. 대부업법은 불법적 채권추심행위를 금지하는 조항(제10조)도 포함하고 있었으나 규율 대상 행위가 협소하게 설정되어 실효성에 대한 비판도 발생했다. 2001년, 2006년 개정을 통해 신용정보법이 개정되면서 금지되는 채권추심행위의 유형을 확대하고 자세한 규제 및 규정이 도입되었다. 2007년 신용정보법이 다시 개정되어 확대된 채권추심행위 규제가 반영되었다. 2008년에는 ‘보증인 보호를 위한 특별법’이 제정되었는데 이 법률에서도 금지되는 불법적 채권추심행위 방법을 포함하였다. 2009년 미국의 공정채권추심법(Fair Debt Collection Practices Act; FDCPA)을 모델로 하는 ‘채권의 공정한 추심에 관한 법률(채권추심법)’이 제정되었다. 채권추심법이 제정되면서 신용정보법, 대부업법, 보증인 보호를 위한 특별법에 각기 규정되어 있던 불법 채권추심행위 등을 포괄적이고 구체적으로 규율할 수 있도록 통합되었다. 2016년 금융위원회는 채권자의 책임 강화 및 채무자 권리 보호를 통한 건전한 채권추심 관행 정착을 위해 ‘금융권 취약 채무자 보호를 위한 채권추심 건전화 방안’을 발표하여 대부업 이용자도 금융감독의 보호 대상으로 편입되었다. 신용정보협회는 2000년 설립 후 본인신용정보관리회사로 구성 원으로 성장세 국내 채권추심 기업의 실적은 펜데믹 기간의 유동성 팽창과 미국 기준금리 상황에 영향을 받음 기업들과 경쟁력 차별화가 확인된 고려신용정보 <b> 국내 채권추심 기업들의 합산 매출액은 2022년 주춤한 이후 2023년 성장 </b>신용정보협회는 2000년 11월에 설립되었다. 2009년 10월 「신용정보의 이용 및 보호에 관한 법률」이 개정되면서 법정협회로 출범하였다. 참고로 협회의 회원사는 크게 세 그룹으로 구성되어 있다. 1) 개인 및 기업의 신용정보를 수집하여 평가하고 공급함으로써 금융시장이 원활하게 작동할 수 있도록 역할을 하는 CB(개인신용평가 및 기업신용조회회사), 2) 연체된 부실채권을 회수하여 신용사회의 정착과 금융 및 경제발전에 기여하고 있는 채권추심회사, 3) 정보주체의 요구에 따라 여러 금융회사 등에 분산되어 있는 본인의 신용정보를 제공받아 통합하고 이를 정보주체에게 제공함으로써 맞춤형 금융서비스를 제공하는 본인신용정보관리회사(마이데이터)로 구분된다. 참고로 신용정보협회에 등재된 채권추심 회원사는 총 24개사이다. 은행권의 채권추심 계열사로 신한신용정보 등 약 9개사가 있고, 동사와 같은 독립 채권추심 기업들이 15개사가 있다. 업계에 따르면 2023년 채권추심 분야 국내 시장점유율은 동사가 19.0%로 1위, 미래신용정보가 9.5%로 2위로 파악된다. 동사의 업계 내 선두 지위는 10년이상 유지되고 있다. 국내 채권추심 기업들의 합산 실적 추이(국내 채권추심 기업 22사 합산 기준. 농협자산관리, SCI평가정보 제외)를 살펴보면 다음과 같다(아래 그래프 참조). 2020년 채권추심 기업들의 합산 매출액은 9,257억원이었는데, 2021년 9,581억원으로 증가했으나 2022년 9,204억원으로 주춤한 후 2023년 다시 9,651억원으로 성장세를 보이고 있다. 2022년 합산 매출액이 부진했던 것은 2020~2021년 코로나 팬데믹 기간에 국내 자금시장 유동성이 팽창된 영향과 이로 인한 경기 개선이 원인으로 판단된다. 이후 2022년부터 미국발 기준금리의 급격한 인상 추세와 한국 기준금리의 동조화로 인해 국내 경기는 위축되었고, 이로 인해 2023년부터 전년 대비 국내 채권추심 수임금액은 증가한 것으로 추정된다. 참고로 국내 채권추심 기업들의 합산 영업이익이 2021년 이후 감소세인 반면, 고려신용정보의 2021~2023년 영업이익은 양호한 것을 확인할 수 있다(2021~2023년 고려신용정보 영업이익 각각 131억원, 130억원, 140억원 기록). 고려신용정보는 채권추심 분야의 1위기업으로서 높은 점유율에 따른 규모의 경제 수혜 및 사업 운영 노하우 측면에서 타 채권추심 기업들과는 경쟁력이 차별화되어 있다는 것을 알 수 있다. <b> 사업 리스크가 낮은 채권추심 비즈니스의 매력 </b>고려신용정보는 채권추심 사업을 주업으로 하고 있다. 채권추심 사업은 안정적이고 꾸준한 성장이 기대되는 비즈니스 라고 판단한다. 구체적으로 그 이유 2가지를 설명하면 아래와 같다. 1) 외주인력 활용을 통한 고정비 부담 축소 추심인력은 채권추심 사업의 핵심요소이다. 결국 채권관리사가 추심을 얼마나 빠르고 정확하게 이끌어내느냐가 실적 성장의 관건이다. 고려신용정보는 1,500여명의 채권관리사를 확보하고 이를 활용하여 채권추심 사업을 영위하고 있다. 동사와 채권관리사는 일종의 사업 협력관계라 할 수 있다. 채권관리사들은 외인부대로 대부분 동사의 직원이 아니다. 즉 동사와 채권관리사들은 일종의 소사장 개념으로 채권추심 직무가 배당되고 이를 개별 채권관리사들이 추심을 성공할 시 그 약정수수료를 회사와 채권관리사가 쉐어하는 구조이다(채권관리사가 가져가는 금액은 동사 입장에서 판관비 내 ‘판매수수료’로 인식). 이로 인해 고려신용정보는 채권관리사 인력 관련한 인건비 고정비 부담이 없는 것이다. 그리고 동사의 경우 부실채권 직접 매입과 이의 추심 사업을 거의 하지 않고 있다. 부실채권을 직접 매입하여 이를 추심하는 사업을 한다면 고수익을 노릴 수는 있으나 부실채권 회수에 실패할 시 사업 리스크도 큰 편이다. 동사는 위임되는 채권추심 의뢰에 대한 변제 서비스만을 담당하므로, 사업 리스크가 적다. 2) 대한민국 경제 규모의 성장으로 전체 여신 규모는 꾸준히 성장 전망. 이로 인해 채권추심 수요 지속 증가 대한민국 경제는 성장세를 지속해 왔고 앞으로도 그 성장은 지속될 것이다. 그에 따라 국내 전체 여신 규모는 꾸준히 성장해왔고 향후 지속 성장해 나갈 것으로 전망된다(아래 그래프 참조). 여신의 규모가 성장함에 따라 필연적으로 채권추심 수요도 동반하여 증가하게 된다. 따라서 국내 채권추심 시장의 성장은 구조적일 것으로 기대된다. 연도별 국내 전체 여신 및 제2금융권 여신 금액 추이를 조사해보면 아래와 같다. 전체 여신 규모는 지속적으로 증가하고 있으며, 특히 제2금융권의 여신 금액도 꾸준히 증가하는 추세를 보이고 있다. 이는 채권추심 수요가 향후 지속적으로 증가할 것임을 시사한다. 이러한 채권추심 시장 환경에서 동사의 업계 1위 지위는 더욱 매력적으로 다가올 것이다. GDP 성장과 동행하여 완만하고 꾸준히 성장하는 전체 여신 규모와 달리, 비예금 금융기관의 고정 이하 여신 규모는 최근 급격히 증가하였다. 고정 이하 여신이란 금융사의 보유 여신 중 회수에 문제가 생긴 여신이며, 이는 채권추심의 주요 대상이 된다. 특히, 비예금 금융기관은 상대적으로 높은 금리와 리스크를 수반하는 대출 상품을 제공하는 경우가 많아 부실채권인 고정 이하 여신 비율이 더욱 높다. 동사에게 채권추심을 위임하는 채권자는 주로 2금융권(저축은행, 여전사, 카드사 등)이기 때문에, 전반적인 경제 성장에도 불구하고 해당 부문에서 상환 능력이 악화되고 있다면 이는 채권추심 수요의 증가로 이어지며 채권추심 전문 기업에게는 매출 성장 동력이 된다. <b> 꾸준한 배당 확대 기대 </b>고려신용정보는 배당에 적극적인 기업이다. 동사는 반기 배당을 실시하고 있는 기업으로서, 동사는 평균적으로 배당 성향 40%대를 시현하고 있다. 동사의 DPS(주당 배당금)는 지속적으로 성장해 왔다(아래 그래프 참조). 향후 동사 배당의 매력도는 지속될 것으로 기대한다. 작년말 주가 기준(23.12.28 동사 주가 9,520원) 동사의 시가배당률은 3.99%로 배당주로서 매력이 존재한다. 향후에도 동사의 주주환원 매력은 양호할 것으로 예상된다. 2023년 연간 연결기준 140억원(+7.6% YoY) 기록 2024년 연간 연결기준 1,705억원(+7.7% YoY), <b> 2023년, 전년 대비 매출액, 영업이익 안정적으로 성장 </b>고려신용정보의 2023년 연간 연결 기준 매출액, 영업이익은 각각 1,582억원, 140억원이었다(각각 +78%, +76% YoY). 채권추심 위임계약이 전체적으로 증가하여 매출액이 안정적으로 성장하였다. 영업이익은 140억원을 기록하였다. 영업이익률은 8.8%를 보였는데, 2021년경부터 전반적으로 경영 효율이 좋아지면서 영업이익률은 3개년째 8% 후반대를 안정적으로 시현하였다. <b> 2024년에도 꾸준한 성장 전망 </b>고려신용정보의 1Q24 연결 기준 매출액, 영업이익은 각각 415억원(+12.5% YoY), 32억원(+12.8% YoY)이었다. 매출액은 전년 동기 대비 성장하였는데 전사적으로 채권추심 위임계약 및 약정수수료 수취가 안정적으로 증가했던 점에 기인했다. 영업이익은 32억원으로 전년 동기(28억원) 대비 증가되었다. 전년 동기 매출액 성장에 따라 영업이익이 증가하였는데 분기별로 적립하는 임직원 경영성과급(판관비 내 상여)을 전년 동기 대비 다소 크게 적립하여(1Q24 상여 8억원 반영 VS 1Q23 상여 0.06억원), 만약 이와 같이 보수적인 회계 처리를 하지 않았다면 역대 1분기 기준으로는 가장 양호한 수익성이 달성되었다고 파악된다. 2024년 연간 매출액, 영업이익은 각각 1,05억원(+77% YoY), 152억원(+8.4% YoY)으로 전망한다. 매출액 성장은 전반적인 위임계약 및 약정수수료 수취 증가가 기대되고, 금융채권 사업 내 유동화자산본부 관련 매출 성장이 기대되기 때문이다. 고려신용정보는 2023년에 금융채권 사업 내 유동화자산본부 관련 인력들을 활발히 영입하여 사업을 확대하고 있다. 전사 매출액 중 비중은 크지 않지만 동 사업은 2023년 약 22억원 매출액에서 2024년 약 45억원 매출액으로 성장할 것이 기대된다. 부문별로 살펴보면 구체적으로 전년 대비 채권추심 부문 매출은 +8%, 신용조사 부문 매출은 +6%, 민원대행 부문 매출은 +6% 기타 매출은 +4% 증가를 추정하였다. 영업이익은 152억원으로 전망한다. 매출액 성장에 따라 영업이익은 안정적인 성장이 기대된다. 동사의 비용은 주로 인건비와 지점 운영 임차료인데, 전년 대비 큰 비용 증가 요인은 없는 것으로 파악된다. <b>Peer 대비 밸류에이션은 유사하게 거래 중. 실적 성장과 사업 다각화 통해 성장성을 높인다면 기업가치 상승 가능 </b>고려신용정보의 현재 시가총액은 1,454억원 수준이다. 2024년 동사의 예상 PBR은 2.배 정도로, 코스닥 시장(2.4배)대비 소폭 높은 수준이다. 고려신용정보는 채권추심, 신용조사 전문기업이다. 동사와 유사한 기업으로는 미래신용정보, MG신용정보 등 채권추심 전문기업들이다. 전술한 바와 같이 국내에 허가된 채권추심 전문기업은 총 24개사가 있으나 동사가 유일한 상장사이다. 이밖에 신용조사와 채권추심, 신용평가 등 다양한 사업을 영위하는 기업인 SCI평가정보가 차순위 비교대상으로 고려될 수 있다. 동사의 Peer로 SCI평가정보를 선정하여 아래 표와 같이 동사와 밸류에이션을 비교해 보았다. 2024년 비교 2사의 PBR 밸류에이션은 유사하다(동사 PBR 2.7배, SCI평가정보 PBR 2.8배, VS 코스닥 PBR 2.4배). 동사와 비교 대상인 SCI평가정보가 PBR상 유사한 상황이지만 동사의 저평가 매력도가 높은 것으로 판단된다. 고려신용정보의 2021~2023년 ROE 평균은 29.5%에 이르고(VS SCI평가정보 10.3%), 성장성 측면에서도 고려신용정보의 경우 2021~2023년 매년 성장했기 때문이다(반면 SCI평가정보 2021~2023년 매출액 각각 504억원, 409억원, 344억원으로 감소세). 향후 동사가 사업다각화, 인수합병 등을 통해 성장성을 높인다면 동사 기업가치는 상승 가능할 것으로 전망된다. 고려신용정보의 Historical 밴드 차트를 살펴보면, 현재 동사 밸류에이션은 PER, PBR 기준 밴드 중하단 수준에서 거래되고 있다. 실적 성장 가능성과 채권추심 산업 매력도, 높은 ROE(최근 3개년 평균 ROE 29.5%) 등을 고려할 때 고려<b>실적 추정에 있어 예측 가능성은 낮은 편 </b>채권추심 성공률은 경제 상황이나 고려신용정보는 1,500여명의 채권관리사 인력을 통해 채권추심 사업을 전개하고 있다. 고객으로부터 채권추심 업무 수임을 한 이후 건 별로 채권추심을 위한 활동이 전개된다. 개별 채권이 추심되는 시기나 정도는 경제 상황이나 채권 규모 및 성격, 채권관리사별 능력 차이 등으로 인해 편차가 발생한다. 채권추심 성공률은 건 별로 상이할 수밖에 없다. 따라서 약정수수료의 수취 즉 매출액 인식에는 근본적으로 추심 성공에 대한 불확실성과 인식 시기의 모호성이 존재한다. 동사 실적의 예측 가능성은 타산업 기업들에 대비하여 상대적으로 낮다고 보여진다. "
58470,리노공업,2024-07-09,237000,223500,241500,0.060402685,0.080536913,951397,"<b>리노공업 (058470) </b>주가(7/19): 219,500원 <b>하반기 호실적 예상 </b>2Q24 영업이익 310억원(+33%QoQ, -8%YoY)으로, 예상치 하회 전망. 기대치에 못 미치는 스마트폰 시장의 회복세가 전사 실적 성장률을 다소 제한. 다만 3Q24 영업이익은 384억원(+24%QoQ, +15%YoY)으로, 크게 성장할 전망. 주가는 급등에 대한 피로감과 2Q24 우려 등으로 인해, 고점 대비 -26% 조정. 현 시점부터는 하반기 호실적에 대한 기대감이 주가 반등의 trigger point로 작용할 것으로 판단함. <b> 2Q24 영업이익 310억원, 기대치 하회 예상 </b>리노공업의 2Q24 실적이 매출액 717억원(+31%QoQ, -5%YoY)과 영업이익 310억원(+33%QoQ, -8%YoY)으로, 당초 기대치(매출액 783억원, 영업이익 344억원)를 하회할 것으로 예상된다. 수요의 계절적 성수기 진입과 AI 투자 수혜로 전 분기 대비 큰 폭의 실적 성장을 이룰 것으로 예상되지만, 당초 기대치에 못 미치는 스마트폰 시장의 회복세가 전사 성장률을 다소 제한할 것으로 판단하기 때문이다. 다만 수익성 높은 제품 판매 비중이 증가하며, 견조한 수익성을 기록할 것으로 보여 긍정적이다. 2Q24 사업 부문별 매출액은 Leeno Pin 193억원(+3%QoQ, +1%YoY), IC Test Socket 440억원(+56%QoQ, -7%YoY), 기타 85억원(+9%QoQ, -3%YoY)를 각각 기록할 전망이다. <b> 3Q24 영업이익 384억원 전망 </b>3Q24 실적은 매출액 910억원(+27%QoQ, +24%YoY)과 영업이익 384억원(+24%QoQ, +15%YoY)으로, 전 분기 및 전년 동기 대비 큰 폭으로 성장할 전망이다. AI 가속기 신제품 출시와 스마트폰 수요 성수기 진입, 차량용 반도체의 재고 정상화 등으로 인해, 리노공업의 Leeno Pin과 IC Test Socket 판매량이 크게 증가할 것으로 판단하기 때문이다. 또한 HBM 등의 신규 사업도 점차 확대되며, AI 산업 확대의 수혜가 지속될 것으로 보인다. 3Q24 사업 부문별 매출액은 Leeno Pin 201억원(+4%QoQ, +21%YoY), IC Test Socket 641억원(+46%QoQ, +24%YoY), 기타 68억원(-20%QoQ, +37%YoY)을 각각 기록할 전망이다. <b> 목표주가 30만원 유지, 투자의견 'BUY'로 상향 조정 </b>리노공업의 주가는 급등에 대한 피로감과 2Q24 실적 부진 우려 등으로 인해, 고점 대비 -26% 급락했다. 2Q24 실적이 기대보다 부진하기는 하지만, 현재의 주가 조정에 충분히 반영되었다고 판단된다. 그리고 현 시점부터는 하반기 예상되는 호실적이 주가 반등의 trigger point로 작용할 것으로 판단한다. 24년 실적 변동 폭이 미미하기 때문에 목표주가 30만원을 유지하고, 투자의견은 주가 괴리율을 감안하여 기존 'Outperform'에서 'BUY'로 상향 조정한다. "
