STK_CD,CMP_NM,TRD_DT,CLOSE_PRC,PRE_CLOSE_PRC,HIGH_PRC,PRC_RTN,HIGH_PRC_RTN,RPT_ID,ANL_DT,RPT_TXT,RPT_TXT_LEN,BRK_NM_KOR,TARGET_PRC,TARGET_PRC_DT,PREV_TARGET_PRC,PREV_TARGET_PRC_DT
47040,대우건설,2024-07-17,4180,4100,4315,0.01951,0.052439024,954332,2024-07-31,NULL,NULL,유안타증권,NULL,NULL,NULL,NULL
47040,대우건설,2024-07-17,4180,4100,4315,0.01951,0.052439024,954243,2024-07-31,"<b>Company Note </b><b>대우건설 </b><b>(047040) </b><b>2Q24 Review: 바닥을 탈출하는 중 </b><b>투자포인트 및 결론 </b>- 2Q24 연결 매출액 2조 8,215억원(-13.8% YoY, +13.4% QoQ), 영업이익 1,048억원(-51.9% YoY, -8.7% QoQ, OPM 3.7%) 기록 - 전체 원가율 개선된 반면 준공후미분양으로 인한 대손충당금 설정으로 영업이익 컨센서스 하회 <b>주요이슈 및 실적전망 </b>- 주택/건축 GPM은 7.2%를 기록하며 전분기 6.6% 대비 상승함. 일부 도급증액 효과가 반영되었으며, 경상적인 마진율은 7% 내외에서 바닥을 다지고 하반기 이후 점진적으로 개선될 전망. 추가 도급증액 여부에 따라 개선 폭 및 속도가 결정될 것 - 플랜트 수익성 역시 당분기 GPM 22.3%를 기록하며 크게 개선(나이지리아 비중 증가)되었으나 외형 축소로 이익 규모 자체는 평년대비 감소함. 리비아 발전플랜트와 모잠비크 LNG 현장의 공사 재개 이후 회복 가능할 전망 - 토목 부문의 경우 싱가포르, 중동 등 해외 주요 현장 전반에 걸쳐 자재비 및 외주비 증가가 발생, 추가 원가가 반영되었음. 다만 향후 발주처와의 도급증액 협상 결과에 따라 해소될 수 있는 수준으로 추정. 더불어 THT 법인의 토지 매각차익 조기 인식으로 연결종속 이익률은 크게 상승 - 원가율은 전반적으로 개선되었으나 준공후미분양 발생에 따른 대손충당금 약 520억원을 설정하여 판관비가 크게 증가했고, 이로 인해 양호한 매출총이익에도 불구하고 영업이익은 시장의 기대치를 하회함 - 2H24에는 투르크메니스탄 요소/암모니아 비료 플랜트, 리비아 인프라 재건사업 2건, 이라크 Al-Faw항 해군기지 등 대형 프로젝트의 계약이 예상되고 있음. 양호한 수익성을 보유한 해외 비주택 공사가 증가함에 따라 향후 마진율 추가 상승 여력을 확보할 수 있을 것으로 기대 - 원가율이 점차 개선될 것으로 기대되나 미분양으로 인한 대손 가능성은 여전히 열려 있는 상황. 하반기 중 도급증액 등을 통해 GPM 단에서의 Upside를 최대한 확보하는 것이 중요함 <b>주가전망 및 Valuation </b>- 최근 주가 상승에도 불구하고 P/B는 0.39배의 낮은 수준을 기록 중임. 향후 플랜트 매출 회복, 토목 수주 및 매출 증가에 따라 타사와 차별화된 수익성을 다시 시현할 수 있을 것으로 전망 - 투자의견 BUY, 목표주가 5,000원 유지 ",NULL,현대차증권,NULL,NULL,NULL,NULL
47040,대우건설,2024-07-17,4180,4100,4315,0.01951,0.052439024,954264,2024-07-31,"<b>대우건설  (047040) </b><b>2Q24 Review: 하반기 해외 수주 기대 </b>투자의견 기존 5,500원으로 하향한다. 예상 대비 느린 주택 마진 개선 흐름을 반영하여 2024년, P/B를 기존 0.50배로 하향 조정했다. 현재 주가는 12개월 포워드 P/E, P/B 각각 4.5배, 0.38배에 위치해 있다. 경쟁사 대비 주택 마진 개선세가 느리고, 추가적인 미분양 손실 가능성을 배제할 수 없다. 다만 수의계약 중심의 대규모 해외 수주 파이프라인을 보유하고 있어, 목표한 해외 수주 달성 시 2025년 이후 비주택 부문이 실적 개선을 이끌 것으로 보인다.  <b>2Q24 영업이익 컨센서스 하회 </b>대우건설의 2Q24 매출액은 2.8조원(-13.8% YoY, 이하 YoY), 영업이익은 1,048억원    (-51.9%, OPM 3.7%)를 기록했다. 영업이익은 시장 컨센서스를 16% 하회했다. 부진한 주택/건축, 인프라 부문의 마진과 미분양 현장들에 대한 대손상각비 반영으로 부진한 실적을 기록했다. 주택/건축 매출액은 1.9조원(-11.3%), GPM은 7.2%(+0.2%p)를 기록했다. 2022년 이후 평균 8% 수준의 마진을 기록하고 있으며, 이러한 추세는 최소 올해 하반기까지 4Q23 미분양 현장 대손상각비로 반영한데 이어 2Q24에도 520억원의 대손상각비를 추가로 반영했다(다른 현장). 토목은  매각 이익이 반영되며 매출총이익 568억원(+21.1%)을 기록했다. <b>예상대비 느린 주택 마진 개선, 다만 기대할 만한 해외 수주 </b>대우건설의 경우 공사비가 급등했던 2021년 분양 물량이 많아(2.8만세대), 상대적으로 원가 개선 속도가 경쟁사 대비 느릴 것으로 예상된다. 당사가 예상하는 2024년 하반기 건축/주택 마진은 7.3%, 2025년은 8.3%다. 또한 대우건설은 미분양 현장에 대해 누적 약 1,600억원의 대손을 반영했는데, 현재 미분양 물량인 6,600여세대를 감안하면 추가적인 대손 반영 가능성을 배제할 수 없다. 3.05조원을 제시했는데(2Q24 1,046억원), 기대할 만한 파이프라인이 많다. 이미 우선협상대상자로 선정된 체코 원전을 제외하더라도, 투르크메니스탄 비료(3조원 추정), 나이지리아 비료 플랜트, 그리고 이라크 Al-faw 항만 추가 공사(1.8조원)를 기대할 수 있다. 플랜트 매출액이 YoY 감소하는 추세로, 목표 수주 달성 시 2025년부터 다시 플랜트 매출액의 반등을 기대할 수 있다. ",NULL,하이투자증권,NULL,NULL,NULL,NULL
47040,대우건설,2024-07-17,4180,4100,4315,0.01951,0.052439024,954079,2024-07-31,<b>추정 재무제표 </b>,NULL,하나증권,NULL,NULL,NULL,NULL
47040,대우건설,2024-07-17,4180,4100,4315,0.01951,0.052439024,954148,2024-07-31,,NULL,다올투자증권,NULL,NULL,NULL,NULL
47040,대우건설,2024-07-17,4180,4100,4315,0.01951,0.052439024,954190,2024-07-31,"<b>Buy (유지) </b><b>대우건설 (047040)</b><b>EARNINGS REVIEW </b><b>2Q24 Review: 먼듯한 오르막 </b><b>준공 후 미분양 대손상각으로 이익 컨센서스 하회 </b>대우건설의 2분기 매출액은 2조 8,215억원으로 전년동기대비 13.8% 감소, 컨센서스대비 6.5% 상회했다. 반면 영업이익은 1,048억원으로 전년동기대비 51.9% 감소, 컨센서스 영업이익 1,243억원 대비 15.7% 하회하는 부진한 실적을 기록했다. 해외 현장의 원가상승 이슈가 발생한 토목부문을 제외한 나머지 사업부의 매출총이익률 개선세를 고려할 때, 다소 아쉬운 실적으로 판단한다. 실적 부진의 주요 원인은 주택부문에서 일부 준공 후 미분양 관련 대손 비용이 판관비에 520억원 가량 반영된 영향이다. 플랜트의 경우 고마진 현장인 나이지리아 LNG의 이익 기여도 증가로 인해 하반기 역시 높은 마진수준이 이어질 것으로 보이며, 베트남 연결부문 용지매각 관련 이익이 반영된 점 역시 긍정적이다. 다만, 지난 4분기에 이어 금번 분기 지방 익스포져에 따른 추가적인 대손 상각 가능성이 대우건설의 ROE의 하방을 다지는데에 리스크 요인으로 재부각된 점은 아쉽다. <b>흔들린 펀더멘탈, 견고히 불어올 해외수주의 바람을 기다리며 </b>주택의 실적 개선이 Peers대비 다소 더딘 상황으로 보이나, 그럼에도 불구하고 대우건설은 1) 투르크메니스탄 비료 3조원, 리비아 하수처리장 재건사업 9천억원, 이라크 Al Faw 해군기지 1.8조원등의 가시성 높은 해외 수주 파이프 라인을 대거 보유하고 있다는 점은 긍정적이다. 따라서 대우건설은 연내 해외 수주 성과를 점진적으로 확인하면서 주택을 상쇄할 성장 동력을 확보하는 것이 주가 반등의 트리거가 될 수 있다고 판단한다. 이익 추정치는 다소 하향조정 했으나, 지난 7/19 업종 목표배수를 상향 조정한 영향으로 목표주가 5,000원 유지, 투자의견 Buy를 유지한다. <b>대우건설 (047040) </b>",NULL,LS증권,NULL,NULL,NULL,NULL
47040,대우건설,2024-07-17,4180,4100,4315,0.01951,0.052439024,954329,2024-07-31,NULL,NULL,LS증권,NULL,NULL,NULL,NULL
47040,대우건설,2024-07-26,4220,3975,4235,0.06164,0.065408805,954275,2024-07-31,"<b>Buy </b><b>TP 5,000 원 </b><b>대우건설 </b><b>047040 </b><b>실적은 조금 아쉽지만, 해외 모멘텀 임박 </b><b>목표주가 5,000원 유지. 해외 수주 모멘텀 다수 </b>대우건설에 대해 투자의견 ‘매수’ 및 목표주가 5,000원 유지. 최근 주가는 체코 원전 ‘우선협상자 선정’ 관련 호재로 목표주가에 근접한 이후 재차 하락 4,000원대 초반 등락. 여전히 지방 부동산 시장 위축이 지속되고, 주택/건축 관련 일회성 손실이 발생하고 있고, 경쟁사 대비 다소 높은 주가 배수를 유지 하고 있지만, 액면가를 하회하는 4,000원대 초반 주가는 지나치게 낮은 측면이 있다 판단함. 2Q24 실적은 각 사업부문별 일회성 이익/손실 발생 불구, 컨센서스를 소폭 하회하는 실적을 기록. 안정적인 이익률 유지 中. 향후 지방 준공후 미분양 발생에 따른 추가적인 일회성 손실도 가능하겠지만, 최근 주가 조정에 따른 ① 밸류에이션 매력 회복, ② 체코·폴란드 원전, 리비아 재건, 이라크 해군기지 등 수주 임박한 해외 프로젝트 증가, ③ 나이지리아·이라크 등 수익성 높은 비주택 매출 증가에 따른 이익 개선 등을 감안 時, 현재 주가에서는 매수 관점 접근이 필요. <b>2Q24 영업이익 1,050억원(YoY -51.9%), 일회성 손실 영향으로 컨센 소폭 하회 </b>2Q24 매출액 2.8조원(YoY -13.8%), 영업이익 1,050억원(YoY -51.9%). 전반적인 매출액 감소, 일부 원가율 및 충당금 반영으로 영업이익 급감. ① 주택/건축(YoY -8.3%)은 매출액(YoY -11.3%) 급감 불구, 도급 증액 등 원가율 소폭(YoY +0.2%p) 개선에 힘입어 소폭 이익 감소. ② 토목(YoY -72.1%)은 싱가포르 등 비주력 지역 원가 상승 이슈 반영으로 이익 급감. ③ 플랜트(YoY -12.8%)는 나이지리아 NLNG7 매출 비중 증가로 이익률(+22.3%) 크게 개선 불구, 매출액(YoY -31.6%) 감소로 이익 감소. 연결자회사(YoY +21.1%)는 베트남 THT 토지 매각이익 반영으로 이익 증가. 양호한 이익률 불구, 일부 일회성 손실 반영으로 영업이익 시장 기대치(1,243억원) 소폭 하회. ☞ ‘24년 연간 매출액 10.5조원(YoY -10.0%), 영업이익 4,590억원(YoY -30.7%). 주택 매출액(YoY -11.7%) 급감 및 마진율 둔화 지속 영향으로 연간 영업이익 대폭 감소. 하지만 하반기부터 분기 이익 회복 시작될 전망. ",NULL,교보증권,NULL,NULL,NULL,NULL
47040,대우건설,2024-07-26,4220,3975,4235,0.06164,0.065408805,954176,2024-07-31,"<b>BUY (M) </b><b>대우건설 </b><b>(047040) </b><b>잠재적 비용 발생 우려 완화 필요 </b><b>2Q24 영업이익, 컨센서스(1,237억원) -15% 하회 </b>2Q24 매출액 2.8조원(YoY -14%), 영업이익 1,048억원(YoY -52%, OPM 3.7%)으로 영업이익은 당사 추정치와 컨센서스를 각각 -18%, -15% 하회. 싱가폴, 중동 등 해외 현장에서의 비용 증가에 따라 토목 부문의 GPM이 3.3%(QoQ -7.6%p)로 악화되었으나 일부 주택/건축 현장에서의 실행원가 개선 및 도급증액, 플랜트 매출 믹스 개선, 연결종속 부문의 토지매각 이익 인식에 따라 GPM은 9.8%(QoQ +1.1%p) 기록. 그러나 지방 소재 준공 후 미분양 사업장의 매출채권에 대한 대손상각비 -520억원이 반영되며 실적이 부진 <b>해외 수주, 체코 원전이 끝이 아니다 </b>신규수주 측면에서 동사는 상반기 4.4조원을 수주하며 연간 계획 대비 38% 달성. 이익 기여도가 상대적으로 높은 해외 수주의 경우, 약 1,000억원으로 연간 목표액 3조원의 3%에 불과한 상황. 그러나 리비아 인프라 재건 프로젝트 2건(0.9조원), 이라크 Al-Faw항 해군기지(1.8조원), 투르크메니스탄 비료 플랜트(금액 미정) 등 수주 가능성이 높은 사업 파이프라인이 하반기에 집중되어 있는 만큼 수주 기대감은 유효하다고 판단. 하반기 수주가 실제로 가시화된다면 올해 이후의 매출 및 이익 성장 근거로 작용할 수 있을 것 <b>잠재적 비용 발생 우려 완화 필요 </b>4Q23부터 세 개 분기 연속 예상치 못했던 비용 요인이 발생하며 기대 이하의 실적이 지속. 4Q23과 금번 이익 훼손의 주요 원인인 미분양 매출채권에 대한 대손상각이 아직까지 개선되지 않은 주택 영업환경에 기인한다는 점에서 재발 가능성 존재. 이에 EPS 추정치를 조정했으며 주택 사업을 영위하는 Peer 그룹의 Forward PER 5.8배를 적용해 목표주가를 4,900원으로 -6% 하향. 업황의 개선에 따라 빈번한 비용 인식이 마무리되었다는 인식이 ",NULL,유안타증권,NULL,NULL,NULL,NULL
47040,대우건설,2024-07-26,4220,3975,4235,0.06164,0.065408805,954332,2024-07-31,NULL,NULL,유안타증권,NULL,NULL,NULL,NULL
47040,대우건설,2024-07-26,4220,3975,4235,0.06164,0.065408805,954284,2024-07-31,,NULL,미래에셋증권,NULL,NULL,NULL,NULL
47040,대우건설,2024-07-26,4220,3975,4235,0.06164,0.065408805,954374,2024-07-31,NULL,NULL,미래에셋증권,NULL,NULL,NULL,NULL
47040,대우건설,2024-07-26,4220,3975,4235,0.06164,0.065408805,954264,2024-07-31,"<b>대우건설  (047040) </b><b>2Q24 Review: 하반기 해외 수주 기대 </b>투자의견 기존 5,500원으로 하향한다. 예상 대비 느린 주택 마진 개선 흐름을 반영하여 2024년, P/B를 기존 0.50배로 하향 조정했다. 현재 주가는 12개월 포워드 P/E, P/B 각각 4.5배, 0.38배에 위치해 있다. 경쟁사 대비 주택 마진 개선세가 느리고, 추가적인 미분양 손실 가능성을 배제할 수 없다. 다만 수의계약 중심의 대규모 해외 수주 파이프라인을 보유하고 있어, 목표한 해외 수주 달성 시 2025년 이후 비주택 부문이 실적 개선을 이끌 것으로 보인다.  <b>2Q24 영업이익 컨센서스 하회 </b>대우건설의 2Q24 매출액은 2.8조원(-13.8% YoY, 이하 YoY), 영업이익은 1,048억원    (-51.9%, OPM 3.7%)를 기록했다. 영업이익은 시장 컨센서스를 16% 하회했다. 부진한 주택/건축, 인프라 부문의 마진과 미분양 현장들에 대한 대손상각비 반영으로 부진한 실적을 기록했다. 주택/건축 매출액은 1.9조원(-11.3%), GPM은 7.2%(+0.2%p)를 기록했다. 2022년 이후 평균 8% 수준의 마진을 기록하고 있으며, 이러한 추세는 최소 올해 하반기까지 4Q23 미분양 현장 대손상각비로 반영한데 이어 2Q24에도 520억원의 대손상각비를 추가로 반영했다(다른 현장). 토목은  매각 이익이 반영되며 매출총이익 568억원(+21.1%)을 기록했다. <b>예상대비 느린 주택 마진 개선, 다만 기대할 만한 해외 수주 </b>대우건설의 경우 공사비가 급등했던 2021년 분양 물량이 많아(2.8만세대), 상대적으로 원가 개선 속도가 경쟁사 대비 느릴 것으로 예상된다. 당사가 예상하는 2024년 하반기 건축/주택 마진은 7.3%, 2025년은 8.3%다. 또한 대우건설은 미분양 현장에 대해 누적 약 1,600억원의 대손을 반영했는데, 현재 미분양 물량인 6,600여세대를 감안하면 추가적인 대손 반영 가능성을 배제할 수 없다. 3.05조원을 제시했는데(2Q24 1,046억원), 기대할 만한 파이프라인이 많다. 이미 우선협상대상자로 선정된 체코 원전을 제외하더라도, 투르크메니스탄 비료(3조원 추정), 나이지리아 비료 플랜트, 그리고 이라크 Al-faw 항만 추가 공사(1.8조원)를 기대할 수 있다. 플랜트 매출액이 YoY 감소하는 추세로, 목표 수주 달성 시 2025년부터 다시 플랜트 매출액의 반등을 기대할 수 있다. ",NULL,하이투자증권,NULL,NULL,NULL,NULL
47040,대우건설,2024-07-26,4220,3975,4235,0.06164,0.065408805,954243,2024-07-31,"<b>Company Note </b><b>대우건설 </b><b>(047040) </b><b>2Q24 Review: 바닥을 탈출하는 중 </b><b>투자포인트 및 결론 </b>- 2Q24 연결 매출액 2조 8,215억원(-13.8% YoY, +13.4% QoQ), 영업이익 1,048억원(-51.9% YoY, -8.7% QoQ, OPM 3.7%) 기록 - 전체 원가율 개선된 반면 준공후미분양으로 인한 대손충당금 설정으로 영업이익 컨센서스 하회 <b>주요이슈 및 실적전망 </b>- 주택/건축 GPM은 7.2%를 기록하며 전분기 6.6% 대비 상승함. 일부 도급증액 효과가 반영되었으며, 경상적인 마진율은 7% 내외에서 바닥을 다지고 하반기 이후 점진적으로 개선될 전망. 추가 도급증액 여부에 따라 개선 폭 및 속도가 결정될 것 - 플랜트 수익성 역시 당분기 GPM 22.3%를 기록하며 크게 개선(나이지리아 비중 증가)되었으나 외형 축소로 이익 규모 자체는 평년대비 감소함. 리비아 발전플랜트와 모잠비크 LNG 현장의 공사 재개 이후 회복 가능할 전망 - 토목 부문의 경우 싱가포르, 중동 등 해외 주요 현장 전반에 걸쳐 자재비 및 외주비 증가가 발생, 추가 원가가 반영되었음. 다만 향후 발주처와의 도급증액 협상 결과에 따라 해소될 수 있는 수준으로 추정. 더불어 THT 법인의 토지 매각차익 조기 인식으로 연결종속 이익률은 크게 상승 - 원가율은 전반적으로 개선되었으나 준공후미분양 발생에 따른 대손충당금 약 520억원을 설정하여 판관비가 크게 증가했고, 이로 인해 양호한 매출총이익에도 불구하고 영업이익은 시장의 기대치를 하회함 - 2H24에는 투르크메니스탄 요소/암모니아 비료 플랜트, 리비아 인프라 재건사업 2건, 이라크 Al-Faw항 해군기지 등 대형 프로젝트의 계약이 예상되고 있음. 양호한 수익성을 보유한 해외 비주택 공사가 증가함에 따라 향후 마진율 추가 상승 여력을 확보할 수 있을 것으로 기대 - 원가율이 점차 개선될 것으로 기대되나 미분양으로 인한 대손 가능성은 여전히 열려 있는 상황. 하반기 중 도급증액 등을 통해 GPM 단에서의 Upside를 최대한 확보하는 것이 중요함 <b>주가전망 및 Valuation </b>- 최근 주가 상승에도 불구하고 P/B는 0.39배의 낮은 수준을 기록 중임. 향후 플랜트 매출 회복, 토목 수주 및 매출 증가에 따라 타사와 차별화된 수익성을 다시 시현할 수 있을 것으로 전망 - 투자의견 BUY, 목표주가 5,000원 유지 ",NULL,현대차증권,NULL,NULL,NULL,NULL
47040,대우건설,2024-07-26,4220,3975,4235,0.06164,0.065408805,954079,2024-07-31,<b>추정 재무제표 </b>,NULL,하나증권,NULL,NULL,NULL,NULL
47040,대우건설,2024-07-26,4220,3975,4235,0.06164,0.065408805,954148,2024-07-31,,NULL,다올투자증권,NULL,NULL,NULL,NULL
47040,대우건설,2024-07-26,4220,3975,4235,0.06164,0.065408805,954190,2024-07-31,"<b>Buy (유지) </b><b>대우건설 (047040)</b><b>EARNINGS REVIEW </b><b>2Q24 Review: 먼듯한 오르막 </b><b>준공 후 미분양 대손상각으로 이익 컨센서스 하회 </b>대우건설의 2분기 매출액은 2조 8,215억원으로 전년동기대비 13.8% 감소, 컨센서스대비 6.5% 상회했다. 반면 영업이익은 1,048억원으로 전년동기대비 51.9% 감소, 컨센서스 영업이익 1,243억원 대비 15.7% 하회하는 부진한 실적을 기록했다. 해외 현장의 원가상승 이슈가 발생한 토목부문을 제외한 나머지 사업부의 매출총이익률 개선세를 고려할 때, 다소 아쉬운 실적으로 판단한다. 실적 부진의 주요 원인은 주택부문에서 일부 준공 후 미분양 관련 대손 비용이 판관비에 520억원 가량 반영된 영향이다. 플랜트의 경우 고마진 현장인 나이지리아 LNG의 이익 기여도 증가로 인해 하반기 역시 높은 마진수준이 이어질 것으로 보이며, 베트남 연결부문 용지매각 관련 이익이 반영된 점 역시 긍정적이다. 다만, 지난 4분기에 이어 금번 분기 지방 익스포져에 따른 추가적인 대손 상각 가능성이 대우건설의 ROE의 하방을 다지는데에 리스크 요인으로 재부각된 점은 아쉽다. <b>흔들린 펀더멘탈, 견고히 불어올 해외수주의 바람을 기다리며 </b>주택의 실적 개선이 Peers대비 다소 더딘 상황으로 보이나, 그럼에도 불구하고 대우건설은 1) 투르크메니스탄 비료 3조원, 리비아 하수처리장 재건사업 9천억원, 이라크 Al Faw 해군기지 1.8조원등의 가시성 높은 해외 수주 파이프 라인을 대거 보유하고 있다는 점은 긍정적이다. 따라서 대우건설은 연내 해외 수주 성과를 점진적으로 확인하면서 주택을 상쇄할 성장 동력을 확보하는 것이 주가 반등의 트리거가 될 수 있다고 판단한다. 이익 추정치는 다소 하향조정 했으나, 지난 7/19 업종 목표배수를 상향 조정한 영향으로 목표주가 5,000원 유지, 투자의견 Buy를 유지한다. <b>대우건설 (047040) </b>",NULL,LS증권,NULL,NULL,NULL,NULL
47040,대우건설,2024-07-26,4220,3975,4235,0.06164,0.065408805,954329,2024-07-31,NULL,NULL,LS증권,NULL,NULL,NULL,NULL
47040,대우건설,2024-07-18,4250,4180,4965,0.01675,0.187799043,954243,2024-07-31,"<b>Company Note </b><b>대우건설 </b><b>(047040) </b><b>2Q24 Review: 바닥을 탈출하는 중 </b><b>투자포인트 및 결론 </b>- 2Q24 연결 매출액 2조 8,215억원(-13.8% YoY, +13.4% QoQ), 영업이익 1,048억원(-51.9% YoY, -8.7% QoQ, OPM 3.7%) 기록 - 전체 원가율 개선된 반면 준공후미분양으로 인한 대손충당금 설정으로 영업이익 컨센서스 하회 <b>주요이슈 및 실적전망 </b>- 주택/건축 GPM은 7.2%를 기록하며 전분기 6.6% 대비 상승함. 일부 도급증액 효과가 반영되었으며, 경상적인 마진율은 7% 내외에서 바닥을 다지고 하반기 이후 점진적으로 개선될 전망. 추가 도급증액 여부에 따라 개선 폭 및 속도가 결정될 것 - 플랜트 수익성 역시 당분기 GPM 22.3%를 기록하며 크게 개선(나이지리아 비중 증가)되었으나 외형 축소로 이익 규모 자체는 평년대비 감소함. 리비아 발전플랜트와 모잠비크 LNG 현장의 공사 재개 이후 회복 가능할 전망 - 토목 부문의 경우 싱가포르, 중동 등 해외 주요 현장 전반에 걸쳐 자재비 및 외주비 증가가 발생, 추가 원가가 반영되었음. 다만 향후 발주처와의 도급증액 협상 결과에 따라 해소될 수 있는 수준으로 추정. 더불어 THT 법인의 토지 매각차익 조기 인식으로 연결종속 이익률은 크게 상승 - 원가율은 전반적으로 개선되었으나 준공후미분양 발생에 따른 대손충당금 약 520억원을 설정하여 판관비가 크게 증가했고, 이로 인해 양호한 매출총이익에도 불구하고 영업이익은 시장의 기대치를 하회함 - 2H24에는 투르크메니스탄 요소/암모니아 비료 플랜트, 리비아 인프라 재건사업 2건, 이라크 Al-Faw항 해군기지 등 대형 프로젝트의 계약이 예상되고 있음. 양호한 수익성을 보유한 해외 비주택 공사가 증가함에 따라 향후 마진율 추가 상승 여력을 확보할 수 있을 것으로 기대 - 원가율이 점차 개선될 것으로 기대되나 미분양으로 인한 대손 가능성은 여전히 열려 있는 상황. 하반기 중 도급증액 등을 통해 GPM 단에서의 Upside를 최대한 확보하는 것이 중요함 <b>주가전망 및 Valuation </b>- 최근 주가 상승에도 불구하고 P/B는 0.39배의 낮은 수준을 기록 중임. 향후 플랜트 매출 회복, 토목 수주 및 매출 증가에 따라 타사와 차별화된 수익성을 다시 시현할 수 있을 것으로 전망 - 투자의견 BUY, 목표주가 5,000원 유지 ",NULL,현대차증권,NULL,NULL,NULL,NULL
47040,대우건설,2024-07-18,4250,4180,4965,0.01675,0.187799043,954264,2024-07-31,"<b>대우건설  (047040) </b><b>2Q24 Review: 하반기 해외 수주 기대 </b>투자의견 기존 5,500원으로 하향한다. 예상 대비 느린 주택 마진 개선 흐름을 반영하여 2024년, P/B를 기존 0.50배로 하향 조정했다. 현재 주가는 12개월 포워드 P/E, P/B 각각 4.5배, 0.38배에 위치해 있다. 경쟁사 대비 주택 마진 개선세가 느리고, 추가적인 미분양 손실 가능성을 배제할 수 없다. 다만 수의계약 중심의 대규모 해외 수주 파이프라인을 보유하고 있어, 목표한 해외 수주 달성 시 2025년 이후 비주택 부문이 실적 개선을 이끌 것으로 보인다.  <b>2Q24 영업이익 컨센서스 하회 </b>대우건설의 2Q24 매출액은 2.8조원(-13.8% YoY, 이하 YoY), 영업이익은 1,048억원    (-51.9%, OPM 3.7%)를 기록했다. 영업이익은 시장 컨센서스를 16% 하회했다. 부진한 주택/건축, 인프라 부문의 마진과 미분양 현장들에 대한 대손상각비 반영으로 부진한 실적을 기록했다. 주택/건축 매출액은 1.9조원(-11.3%), GPM은 7.2%(+0.2%p)를 기록했다. 2022년 이후 평균 8% 수준의 마진을 기록하고 있으며, 이러한 추세는 최소 올해 하반기까지 4Q23 미분양 현장 대손상각비로 반영한데 이어 2Q24에도 520억원의 대손상각비를 추가로 반영했다(다른 현장). 토목은  매각 이익이 반영되며 매출총이익 568억원(+21.1%)을 기록했다. <b>예상대비 느린 주택 마진 개선, 다만 기대할 만한 해외 수주 </b>대우건설의 경우 공사비가 급등했던 2021년 분양 물량이 많아(2.8만세대), 상대적으로 원가 개선 속도가 경쟁사 대비 느릴 것으로 예상된다. 당사가 예상하는 2024년 하반기 건축/주택 마진은 7.3%, 2025년은 8.3%다. 또한 대우건설은 미분양 현장에 대해 누적 약 1,600억원의 대손을 반영했는데, 현재 미분양 물량인 6,600여세대를 감안하면 추가적인 대손 반영 가능성을 배제할 수 없다. 3.05조원을 제시했는데(2Q24 1,046억원), 기대할 만한 파이프라인이 많다. 이미 우선협상대상자로 선정된 체코 원전을 제외하더라도, 투르크메니스탄 비료(3조원 추정), 나이지리아 비료 플랜트, 그리고 이라크 Al-faw 항만 추가 공사(1.8조원)를 기대할 수 있다. 플랜트 매출액이 YoY 감소하는 추세로, 목표 수주 달성 시 2025년부터 다시 플랜트 매출액의 반등을 기대할 수 있다. ",NULL,하이투자증권,NULL,NULL,NULL,NULL
47040,대우건설,2024-07-18,4250,4180,4965,0.01675,0.187799043,954329,2024-07-31,NULL,NULL,LS증권,NULL,NULL,NULL,NULL
47040,대우건설,2024-07-18,4250,4180,4965,0.01675,0.187799043,954148,2024-07-31,,NULL,다올투자증권,NULL,NULL,NULL,NULL
