STK_CD,CMP_NM,TRD_DT,ADJ_PRC,PREV_ADJ_PRC,ADJ_HIGH_PRC,PRC_CHG,HIGH_PRC_CHG,RPT_ID,RPT_TXT,RPT_TXT_LEN,BRK_NM
454910,두산로보틱스,2024-07-12,105700,85300,109300,0.23915592,0.281359906,952851,"<b>두산로보틱스 (454910) </b><b>펀더멘탈 개선이 반영되지 않은 과도한 하락  </b>동사는 24.2Q 매출액 144.2억원 (+ 10.1% YoY +32.5% QoQ), 영업이익 -78.7억원 (적자지속)등의 실적을 시현했다. 고금리 및 유럽 경기 회복 지연에 따라 협동 로봇 수요가 둔화되고 있음에도, 경쟁 업체와 달리 성장세를 유지했다는 점이 고무적이다. E시리즈 매출 호조에 기인했으며, 24.3Q부터는 위 내용에 더해 계절성 효과에 따른 매출 증가 또한 기대되는 상황이다.   <b>24.2Q에도 확인한 북미 협동로봇 시장 수요, 동사의 든든한 성장 동력 </b>(전체 매출 대비 35%, -33.1% YoY) APAC/기타 5.8억원 (전체 매출 대비 4%, -45.2% YoY) 등으로, 24.1Q에 이어 타 시장 대비 북미 시장의 압도적인 성장세가 눈에 띈다. 24.2Q 북미 호실적의 배경은 물류 작업에 사용되는 팔레타이징 솔루션 매출 증가다. 두산로보틱스의 비즈니스 모델은 1) 로봇 팔 하드웨어만을 판매하거나, 2) 로봇 팔 하드웨어 및 이에 수반되는 소프트웨어를 턴키로 판매하는 솔루션 형태 등으로 구성된다. 로봇 팔 하드웨어만을 판매하는 구조에서는 SI업체와 마진을 나누게 되는 것과 달리, 솔루션 형태의 판매 구조에서는 동사에게 보다 더 높은 수익성이 보장된다. 2024년 기준 두산로보틱스의 북미 매출은 전체 매출 비중 40% 이상 및 전년 대비 200% 이상의 성장이 전망된다. 북미 지역은 협동로봇 수요가 강한 지역임과 동시에 제품 ASP 또한 상대적으로 높다. 두산로보틱스는 물량, 판가 측면에서 모두 매력적인 북미 시장 판매 채널을 이미 다수 확보했으며, 동사의 핵심 성장 동력이 될 전망이다.  <b>주식매수청구권 이슈가 있으나, 시너지에 대한 과한 디스카운트는 금물 </b>두산에너빌리티와 두산밥캣의 기존 주주들에게 부여된 주식매수청구권의 행사 규모다. 6,000억원 등으로 설정되어 있다. 7/25 종가 기준 두산밥캣, 두산에너빌리티 주가 모두 매수청구가격을 하회하고 있는 상황이지만, 이는 두산밥캣-두산로보틱스 합병을 통해 발생할 수 있는 시너지 효과에 대한 과한 디스카운트가 부여되고 있는 영향이다.  동사는 금번 실적 발표에서 두산로보틱스-두산밥캣 합병 효과가 2026년 목표 매출액 대비 50% 내외에 달할 것으로 밝혔다. 이는 두산밥캣 선진국 판매 채널 공유 및 팔레타이징 솔루션 등 구체적인 사례까지 공유했다. 합병 효과의 규모는 차후 지켜봐야 하겠지만, 양사 합병의 효과를 명확한 숫자로 처음 제시했다는 점은 분명 긍정적이다. <b>투자의견 Buy, 목표 주가 125,000원 유지. 노이즈에 따른 과도한 하락 </b>공시 전 대비 86%, 공시 후 고점 대비 69% 하락한 상황이다. 다만 이는 금번 개편안을 둘러싼 동사 영업 외 노이즈에 따른 영향이며, 펀더멘탈의 변동사항은 없다. 다만 위 목표주가는 합병을 통해 발생할 수 있는 2027년 순이익 증감분은 반영하지 ",1474,유화증권
10120,LS ELECTRIC,2024-07-23,259000,219000,261000,0.182648402,0.191780822,952868,"<b>Buy (유지) </b><b>LS ELECTRIC (010120)</b><b>COMPANY REPORT </b><b>전력 호조 지속, 자동화 턴어라운드 뚜렷 </b>전격적으로 상향 조정된 당사 및 컨센서스 전망치도 상당수준 초과했다. <b>전력 부문 호조 지속. 특히, 북미 시장 호조세 지속 강화 </b>전력 부문은 호조가 지속되고 있다. 2Q24 전력 부문은 매출은 7,093 억원으로서 yoy -5% 정도 숨을 골랐으나 영업이익은 1,072 억원으로서 yoy +37% 대폭 증가하며 영업이익률은 10.5%에서 15.1%로 yoy 4.6%P 대폭 개선되었는데 이는 북미시장의 대약진에 힘입은 바 크다. 북미시장의 경우 현지 로컬 업체 대상 초고압 변압기 매출은 345 억원으로서 전년동기 44 억 대비 301 억원이나 대폭 증가했으며, 미국 진출 한국 반도체 업체 등에 대한 배전반의 경우 매출은 전년동기 대비 소폭 감소했으나 투입원가 효율화로 영업이익은 대폭 증가했다. 전력사업 내 북미 비중은 23 년 연평균 17%에서 2Q24 24%로 7%P 대폭 상승했으며, 본사 매출 중 북미 매출 비중은 4Q22 까지 한 자릿수 중반대 수준에서 1Q23 14.2%, 2Q23 19.0%로 대폭 상승 후 1Q24 까지는 19% 내외에서 고착되어 있다가 2Q24 21.0%로 2%P 나 계단식 급상승했다. 북미 시장은 가격 상승세가 반영된 좋은 조건의 수주물량이 매출에 반영되고 있어 제품 Mix 개선에 의한 수익성 호조세는 앞으로도 지속될 것으로 예상한다. <b>자동화 부문 턴어라운드 뚜렷. 경기회복으로 성장성 지속 강화 전망 </b>자동화 부문은 경기침체 영향으로 부진이 지속되다가 1Q24 부터 턴어라운드 시그널을 는 턴어라운드 기세가 더욱 뚜렷해졌다. 자동화 부문은 2Q23 까지 분기 매출은 1,000 억원대 초반, 영업이익은 100 억원 내외 수준을 유지하다가 3Q23 부터 매출은 800 억원대로 급감하고 영업이익은 적자전환했는데 짧은 는 매출은 다소 증가하고 영업이익은 소폭 흑자전환했다. 그리고, 2Q24 는 매출은 900 억원대로 올라서고 영업이익은 51 억원으로 대폭 증가했다. 자동화 부문의 3Q23-4Q23 대비 1Q24-2Q24 실적개선은 경기회복 시그널에 따른 구조적 턴어라운드라 판단하며 앞으로 경기회복세가 본격화되면 실적 성장세도 더 탄력을 받을 것으로 예상한다. <b>중국/베트남 법인 바닥 다지는 중. 경기회복 시 성장성 강반등 전망 </b>중국, 베트남 등 해외법인은 경기침체에 따른 부진이 지속되고 있으나 실적은 바닥을 다지고 있을 뿐 추가적으로 더 나빠질 것은 없는 상황이다. 반대로 향후 경기 회복 시 성장성은 강하게 반등할 수 있다는 점을 주지할 필요가 있다. <b>수주 및 영업실적 가이디언스 상향. TP 상향, Buy 유지 </b>2Q24 신규수주는 5,982 억원(신분류 방식)으로서 yoy +33.4% 급증했고, 수주잔고는 2.76 조원으로서 yoy +12.1% 크게 증가했다. 이에 따라 2024 년 신규수주, 수주잔고 가이디언스는 2.6 조원(yoy +30.3%), 3.1 조원(yoy +33.3%)으로서 종전 대비 각각 23.8%, 14.8% 대폭 상향했다. 그리고, 2Q24 실적 호조를 바탕으로 2024 년 영업실적 가이디언스도 매출은 4.7 조원에서 4.6 조원으로 소폭(2.1%) 하락했으나 영업이익은 3,450억원에서 3,620억원으로 다소(4.9%) 상향했다. 목표주가는 실적 전망치 상향을 바탕으로 273,000 원에서 292,000 원으로 7% 상향하고 Buy 의견을 유지한다. <b>2Q24 영업실적 Review </b><b>실적 전망 </b>   ▷ 연간 신규수주: 21,000억원(YoY +5.3%) → 26,000억원(YoY +30.3%) / 종전 대비 대폭(23.8%) 상향     ▷ 연말 수주잔고: 27,000억원(YoY +16.1%) → 31,000억원(YoY +33.3%) / 종전 대비 대폭(14.8%) 상향     ▷ 매출: 47,000억원(YoY +11.1%) → 46,000억원(YoY +8.7%) / 종전 대비 소폭(2.2%) 하향     ▷ 영업이익: 3,450억원(YoY +6.2%) → 3,620억원(YoY +11.4%) / 종전 대비 다소(4.9%) 상향     ▷ OPM 환산: 7.3%(YoY 0.4%P↓) → 7.9%(YoY 0.2%P↑) / 종전 대비 0.6%P 상향 <b>▣ 당사 2024년 영업실적 전망치 비교(연결기준) </b>  ▶ 영업이익: 가이디언스 부합(2.5% 상회), 컨센서스 부합(2.6% 상회) <b>Valuation </b><b>LS ELECTRIC 펀드멘털 지표는 Global Peer 대비 상당수준 우위 </b>▶ LS ELECTRIC vs Global Peer (2025년 전망치 기준)   ▷ 핵심 지표인 매출 성장성 우위(경기회복, 배전 초호황 Cycle 진입)   → 펀드멘털 지표 상당수준 우위 (수익성 열위 VS 성장성 대폭 우위) <b>LS ELECTRIC Multiple 지표는 Global Peer 대비 과도한 할인 상황 </b>  ▷ 2025년 전망치 기준 펀드멘털 지표 상당수준 우위 vs 2025E 지배주주 EPS 현재주가 PER는 Global Peer 대비 1.2% 할인 상황    - 2025년은 본사 자동화, 해외법인 경기회복 수혜 + 배전 초호황 Cycle 진입   → 펀드멘털 지표 상당수준 우위라 상당수준 PER 할증 합당함에도 17.5% 정도 할증만 적용 (아직도 밸류 유의성 충분) <b>LS ELECTRIC (010120) </b>",2746,뉴엣지파이낸셜증권
329180,HD현대중공업,2024-07-26,207500,177500,210000,0.169014085,0.183098592,952578,"<b>BUY (유지) </b><b>HD현대중공업 (329180) </b><b>성장의 시작점에서 부담을 논할 필요는 없다 </b><b>2Q24 Re : Big Surprise </b>HD현대중공업의 2Q24 실적은 매출 3조8,840억원(YoY +26.7%, QoQ +30.0%), 영업이익 1,956억원(YoY +185.5%, QoQ +819.9%, OPM 5.0%)으로 컨센서스(매출 3조2,561억원, 영업이익 1,119억원)를 크게 상회했다. 해양플랜트 부문의 적자 지속됐으나, 조선 및 엔진기계 부문이 전사 실적 성장 견인했다. 1) 조선 부문은 여러 가지 요소가 동시에 우호적인 환경을 조성하며 매출 YoY +44.2%, QoQ +31.8% 증가했다. 상선 매출 증가는 어느 정도 예측 가능했으나, 특수선 매출 크게 증가했다. 수익성 측면에서는, 2022년 흑자 물량의 매출 반영 비중이 66%까지 상승하며(2021년 물량 약 30%) 이익 증가 견인했다. 이에 더해 강재 가격과 외주 비용 하락하며 Cost 절감됐고, 高환율 지속되며 환율 효과 더해졌다. 2) 해양플랜트 부문은 2022년 저조했던 수주 영향으로 매출 QoQ 증가 불구 여전히 부진했다. 매출 증가는 전분기 기저효과에 기인한다. 일회성 외주 업체 선급금 약 175억원 발생하며 부문 영업이익 역시 -270억원 기록했다. 3) 전반기 누적 수주는 66.0억달러(연간 목표치의 69.2%), 매출 기준 수주잔고는 335.0억달러다. <b>에너지 전환 强, 방산 MRO 弱 </b>HD현대중공업의 2024년 연간 실적으로 매출 14조6,333억원(YoY +22.3%), 영업이익 5,795억원(YoY +224.4%, OPM 4.0%)을 전망한다. 2022년 수주했던 선박의 건조 비중이 점진적으로 상승하는 과정에서 매출, 이익 동반 증가세 지속될 것으로 판단한다. 조선사 주가를 견인하는 수주 Factor의 경우, 하반기에 다소 둔화될 여지는 존재한다. 높은 수주잔고 레벨에 기인한다. 다만, 에너지 전환 과정에서 LNG, 암모니아 수요 지속 증가할 전망이며, 이에 따른 LNG/암모니아/LCO2 운반선에 대한 선별 수주 기조 지속될 것으로 예상한다. LNG 운반선의 선가가 소폭 하락한 상태이나, 오히려 수주잔고가 쌓여 있는 현 시점에서는 선별 접근하기에 더 좋은 환경이라고 판단한다. 한편, 방산 MRO 사업은 2025년 이후로 지연될 전망이다. 국내 CAPA 부족한 상황에서 방산 MRO에 도크를 할당하는 것이 수익성을 훼손할 우려가 존재하며, 해외 조선소를 인수하기에는 인력 확보, 운영 효율, 공급망 측면에서의 과제가 남아 있다. 방산 관련, MRO 사업은 지연될 가능성이 높은 것으로 판단되나, 여전히 국내 KDDX 체계 개발 및 울산급 Batch-IV 사업 추진은 유효하다. 해당 사업 진행하게 될 경우, 실적 추정치 상향 여력 존재한다. <b>조금은 달라진 업태. 목표주가 상향 </b>HD현대중공업에 대한 투자의견 BUY를 유지하고, 목표주가는 240,000원으로 상향한다. 양질의 수주잔고가 매출화되는 과정에서 실적 성장세 지속될 전망이다. 이에 더해, 그 동안 실시하지 않았던 주주친화정책(배당, 자사주 매입)에 대한 검토가 진행되고 있는 것으로 파악되는 바, 주가 상승 여력 여전하다고 판단한다. 특수선 프리미엄 역시 고려해야 한다. 이에 따라, 2025년 BPS 73,000원에 과거 Super Cycle 당시의 평균 P/B 2.21배를 50% 할증한 3.32배를 Target P/B로 적용하여 목표주가 240,000원을 제시한다. <b>추정 재무제표 </b>",1766,KB투자증권
448710,코츠테크놀로지,2024-07-16,25900,26050,30650,-0.005758157,0.176583493,952890,"<b>코츠테크놀로지 (448710.KQ)</b><b>중소형 방산주의 희망</b>방산용 임베디드 시스템 국산화 선도 기업. SBC를 국산화하여 K2 전차, 천궁, K21 장갑차, 장보고 잠수함 등 다양한 무기체계에 적용. K-방산해외 수출 호조에 따른 수주 증가 기대<b>방산용 임베디드 시스템 국산화 선봉장</b>코츠테크놀로지는 방산용 임베디드 시스템 전문 기업. 25년간 50여종의 방산용SBC(SBC: Single Board Computer) 기반 임베디드 시스템 개발하며 LIG넥스원, 현대로템, 한화시스템 등을 핵심 고객사로 확보. 방위산업 내 소프트웨어 분야 국산화율은 상대적으로 저조한데, 동사는 Mercury, Abaco 등의 외산 업체들이 독과점하고 있는 SBC를 국산화하여 K2 전차, K21 장갑차, 천궁, 장보고 잠수함 등 다양한 무기체계에 적용<b>K-방산 해외 수출 호조에 따른 수주 증가</b>K2 전차, ‘천궁-Ⅱ’ 등 K-방산 해외 수출 호조에 따른 수주 증가 기대. 동사는K2에 통합형 차량제어 컴퓨터 외 18개 품목, ‘천궁-Ⅱ’에 통합 운용컴퓨터 외 4개 품목을 납품 중. K2 전차 하반기 폴란드 2차 실행 계약(180대 규모)이 기대되며 루마니아 수출 또한 가시화. ‘천궁-Ⅱ’는 올해 2월 사우디아라비아와 10대포대(32억달러 규모) 공급에 이어 이라크 등 중동 국가로의 수출 확대 기대2024년 1분기 기준 수주잔고는 960.3억원. 해외 수출 건이 가시화될 경우 동사의 수주 물량 증가세는 더욱 가팔라질 것으로 예상. 특히 수출 물량은 수익성 개선 측면에도 긍정적. 2024E PER은 13.9배로 국내 방산 Peer 평균 22.2배 대비 저평가. 우호적인 업황 하 방산 임베디드 시스템 국산화, K방산 수출 증가 등을 고려하면 중장기 안정적인 성장 기대<b>Summary</b>코츠테크놀로지는 1999년 5월 설립된 방산용 임베디드 시스템 전문 기업. 2023년 기준 제품별 매출은 SBC 24.9%, 군용전시기 26.9%, 무기체계탑재용컴퓨터장치 21.0%, R&D용역 12.6%, 무기체계 시스템 5.4%, 민간(철도제어, AMI) 2.8%, 기타 6.3%로 구성. 2024년 1분기 기준 최대주주는 조지원 대표(지분율 20.44%)로 최대주주 및 특수관계인 지분율은 47.79%<b>방산용 임베디드 시스템 국산화 선봉장</b>코츠테크놀로지는 1999년 5월 설립된 방산용 임베디드 시스템 전문 기업이다. 2023년기준 제품별 매출은 SBC 24.9%, 군용전시기26.9%, 무기체계탑재용컴퓨터장치21.0%, R&D용역 12.6%, 무기체계 시스템 5.4%, 민간(철도제어, AMI) 2.8%, 기타6.3%로 구성된다. 2024년 1분기 기준 최대주주는 조지원 대표(지분율 20.44%)로 최대주주 및 특수관계인 지분율은 47.79%이다. 동사는 25년간 50여종의 방산용 SBC(SBC: Single Board Computer) 기반 임베디드시스템을 개발하였다. 2023년 기준 주요 매출처로 방산업체인 LIG넥스원 52%, 현대로템 18%, 한화시스템 등을 핵심 고객사로 확보하였다. 방산용 임베디드 컴퓨터는 열악한상황하에서 운용해야 하기에 신뢰성과 성능 측면에서 높은 수준을 요구하며 산업계 표준규격을 준수해야 한다. 동사는 기존 외산업체로부터 수입해오던 싱글보드컴퓨터를 국산화하여 K2전차, K21장갑차, 천궁, 장보고잠수함 등 다양한 무기체계에 적용하였다. 방위산업에서 소프트웨어의 중요성은 증가하고 있으나 해당 분야 국산화율은 여전히 미미한 상황이기에 국내 방산 시장에서 동사의 사업 기회 확대가 기대된다. 동사는 현재Curtiss-Wright, Mercury, GE, Abaco 등의 외산 업체들이 독과점하고 있는 방산 임베디드 시스템 시장에 진입하여 경쟁사와 대등한 스펙/호환성을 바탕으로 침투율을 늘리고있다. 2030년 시장 점유율 10%까지 확대를 목표하고 있다. 또한 글로벌 국가들의 방위 예산 확대로 동사에 우호적인 사업 환경이 조성되고 있다. 세계 각지에서 갈등이 고조되며 분쟁 지역 및 주변국 중심으로 경쟁적 군비 확대가 지속되고 있다(미국 +3%, 중국 7.2%, 인도 13%, 폴란드 8% y-y 등). 2024년 전 세계국방비 지출은 전년 대비 7.7% 증가할 것으로 전망된다. 국내 국방예산의 경우, 상용첨단 기술을 도입한 무기체계 개발 확대 목적으로 방위력 개선비가 2023년 16.9조원에서 연평균 11.3% 상승한데 힘입어 2028년 28.9조원으로 확대될 전망이다. <b>K-방산 해외 수출 호조에 따른 수주 증가</b>최근 K2 전차, ‘천궁-Ⅱ’ 등 K-방산 해외 수출 호조에 따른 수주 증가가 기대된다. 동사는 K2 전차 개발 프로젝트에 참여하여 싱글보드컴퓨터 및 군용 전시기를 개발하였으며천궁 탑재용 컴퓨터장치 국산화 대체 개발에 성공하였다. 동사는 K2에 통합형 차량제어컴퓨터 외 18개 품목, 천궁-Ⅱ에 통합 운용컴퓨터 외 4개 품목을 납품 중이다. K2 전차의 경우 2022년 7월 폴란드와 총 1,000대의 수출 기본 계약을 체결하고, 같은해 8월 이 중 180대를 수출하는 1차 실행 계약(4조4,992억원)을 체결하였다. 올해 1분기까지 46대를 공급하였으며 2025년까지 1차 계약분 180대 납품이 완료될 예정이다. 이에 따라 올해 하반기 잔여 물량 820대 중 180대를 추가로 조달하는 2차 실행 계약체결이 기대되고 있다. 또한 루마니아도 군 현대화 사업의 일환으로 300여대(약 3조~4조원 규모)의 전차 도입을 추진 중인데, 국내 기업의 수출 가시성이 높은 상황이다. ‘천궁-Ⅱ’는 중동 국가로의 수출 확대가 진행 중이다. 2022년 1월 UAE와 35억달러(4조6,500억원) 규모로 첫 계약을 체결한 이후 올해 2월 사우디아라비아와 10대 포대32억달러(약 4조2,500억원) 규모의 공급 계약 체결을 공개하였다. 이라크와도 수출 협상을 진행 중인데 수출 규모는 8개 포대로 약 3조 5,000억원 규모로 파악된다. 이처럼 국내 방산업체들의 해외 수출 호조에 힘입어 동산의 수주잔고도 2022년 말475.6억원에서 2023년 말 960억원 규모로 확대되었다. 앞서 업급한 해외 수출 건이가시화될 경우 동사의 수주 물량 증가는 더욱 가팔라질 것으로 예상된다. 특히 수출 물량은 원가검증 대상이 아니기에 수익성 개선 측면에서도 긍정적이다. 올해 실적은 매출액 652억원(+27.0% y-y), 영업이익 105억원(+18.9% y-y, 영업이익률 16.1%)으로전망한다. PER은 13.9배로 국내 방산업체 평균 Peer22.2배 대비 저평가되어있다. 우호적인 업황 속에서 임베디드 시스템 국산화 트렌드, K-방산 해외 수출 증가 등을 고려하면 중장기 안정적인 성장이 기대된다. <b>그림13. 제품 포트폴리오 - 유도무기</b>",3328,동양종합금융증권
10140,삼성중공업,2024-07-26,11870,10950,12280,0.084018265,0.121461187,952644,"<b>삼성중공업 010140 </b><b>2Q24 Review: 해양 공사 본격화, 하반기도 성장 기대 </b>.  영업이익 컨센서스를 37.6% 초과하는 서프라이즈 .  1) 연간 LNG선 20척 건조 체제의 원활한 공정과 건조선가 상승 .  2) 4월 Z-FLNG 본격 공정 돌입과 추후 확인될 추가 해양공사로 인한 성장 기대 .  3) 외주비 부담을 선제적으로 대처는 상선+해양 부문의 수익성 개선 윤활유 역할 .  2026년 BPS 6,228원 x ROE 19.2%를 적용한 적정주가 13,000원 유지 <b>영업이익 컨센서스 37.6% 초과하는 서프라이즈 </b>2분기 매출액 2조 5,320억원(+30.1% YoY, +7.8% QoQ), 영업이익 1,307억원(+121.9% YoY, +67.8% QoQ), 영업이익률 +5.2%(+2.1%p YoY, +1.8%p QoQ)를 공시했다. 영업이익 컨센서스를 37.6% 상회하는 서프라이즈를 실현했다. 1) 연간 20척의 LNG선을 생산할 수 있도록 개선된 병렬 건조 방식, 2) 4월 steel cutting 한 Z-FLNG 건의 매출 증가 효과로 매출과 영업이익 모두 기대 이상 성장했다. 일회성 요인으로, 기 인도했던 해양공사에서 확보한 C/O(Change Order) 약 250억원이 있었다. 일회성 요인을 제거하더라도 경상적인 영업이익 1,057억원이며 컨센서스를 상회한다. <b>3분기에도, 4분기에도 성장을 예상 </b>조업일수가 감소하는 3분기에도 실적 성장의 가능성을 발표했다. 후판 가격의 인하와 건조선가 상승이 구조적인 수익성 개선의 원동력이다. 외주비 부담 역시 중국 법인 개발 등 선제적 조치를 취한 효과가 지속될 예정이다.  수주의 경우 모잠비크 FLNG 사업은 선공사 착수 협약을 맺어 자재 발주 및 설계 진행 중이며, 수주 확정을 위해 FID(최종투자승인)이 남아있으나 2024년 내 가능성 높다. 미국 대선 이슈로 인한 북미발 LNG 수출 시설 프로젝트도 재개시 눌려졌던 발주 모멘텀이 촉발될 개연성이 있다. <b>2Q24 Conference Call Q&A </b><b> 강재가 및 외주 단가에 있어 변화된 부분들이 있는지? 호실적에 대한 설명은? </b>◼ 외주비에 대한 상승 요인은 끝나가는 상황. ◼ 외주 업체의 물량 배분을 이제 충분히 자제하고 있어서 2024년에는 외주비로 인한 추가적인 원가 차질 부담은 없을 전망을 유지 ◼ 2024년에는 외주 단가와 관련돼서 추가적인 발생 상황은 없음 ◼ 2년 전부터 이 물량 증대에 대비해서 중국 쪽의 외주 업체들을 물색해서 중국 쪽 물량을 확대했었고 국내에서 인근에 임차 작업장들을 활용하기도 했음 ◼ 이제는 오히려 물량이 어느 정도 여유가 생겨서 기존에 사내 인근 외주 업체 쪽으로 물량을 좀 오히려 늘릴 수 있는 환경으로 외주비에 대한 이슈는 전혀 없는 상황 ◼ 강재가에 관련해서 크게 언급할 상황은 없음. ◼ 2025년 이후로 강재가는 사실 견적상에 이제 상당히 높은 수준으로 지금 여전히 반영되어 있기 때문에 하반기에 강재가에 변화하는 내용들을 감안해서 회사가 원가 요인의 변동을 어떻게 반영할 건지에 대해서 고민 <b> 트럼프 당선 가능성이 LNG시장에 어떤 변화를 가져올지? </b> ◼ 내부적으로 집계한 자료에 따르면 올해 1월부터 7월까지 100K급 이상으로 LNG선이 한 64척이 발주 ◼ 대부분이 이제 카타르 물량이 차지 현재 홀드가 되어 있는 미국 LNG 수출이 되었으면, 이보다 훨씬 더 많은 LNG선이 발주가 되었을 텐데 LNG 수출에 대한 신규 승인이 보류가 되었음. ◼ 대신 미국 정치에서도 트럼프의 재선 가능성이 높아지게 되면 지금 묶여 있는 LNG 수출 승인도 내년에는 대폭 나올 전망 ◼ 올해 하반기에는 일단은 FID가 홀드가 된 프로젝트에서 내년에 발주가 된다고 보고 있음 ◼ LNG를 이미 구매 확보를 한 프로젝트들 중에서 실질적으로 배를 확보하지 못한 프로젝트들의 경우 선대가 노후화됨에 따라서 교체해야 되는 물량들도 있음 ◼ 하반기에는 이런 물량들 중심으로 발주가 예상  ◼ 하반기나 연말 돼서 컨테이너선이 좀 재개가 될 당초 전망과 달리 실제 상당히 많은 컨테이너 인콰이어리를 받는 중 ◼ 받고 있는 선형도 최소한 10k급 이상의 대형 선형에 대해 받는 중임 ◼ 구체적인 납기 상황은 영업비밀  ◼ 한국뿐만 아니라 중국 조선소 역시 협상을 진행 중. 결과는 한 빠르면 3분기 내로 예상  ◼ 사실이 맞음. 암모니아운반선 관련 탱크들에 대한 제작장이 한정적이기 때문임 ◼ 중국 영성지역에 투자를 시작한 단계임 ◼ 연간 4기 생산 CAPA로 예상. 2025년 3분기부터는 실제로 이제 가동될 수 있음 <b> 하반기~2025년 해양 비중을 어떻게 전망하는지? </b> ◼ 2023년에 일반선이 약 85% 정도까지 비중이 확대됐다가 2분기에는 80% 수준으로 내려왔음 ◼ 반대로 해양과 하이테크 사업부를 합쳐서 지금 2분기에 한 20% 수준 ◼ 2024년 연간으로 봤을 때도 이번 2분기에 나온 숫자 정도 예상 ◼ 2025년이 되면 해양 비중이 소폭 상승할 전망 <b> 하반기 수익성 전망은? </b> ◼ 3분기가 계절적으로 조업일수가 감소하긴 하지만 매출액이 2분기보다 크게 감소하지는 않을 전망 ◼ LNG선 건조선가의 상승이 지속되기 때문에 매출 개선 가능 <b> Q. 카타르 LNG로 인한 수익성 훼손 우려는? </b> ◼ LNG선 매출 비중이 50%정도 수준이며 카타르 LNG선 매출 비중이 20% 정도임  해양공사 공정 진행에 따른 수익성 추정은? <b> ◼ 원가 변동이 없다면 수익성은 일정하게 유지됨 </b> 포세도니아 기간에 ULAC AIP 받는 등 시장에 공개 후 수주 문의 있는지? 향후 VLAC 연 4척 목표를 확대 ◼ 기본적으로는 연간 4척 정도를 하는 것으로 계속 유지를 하고 있으나 수요가 시장에서 더 늘어나면 추가 수주를 확대 ◼ 연간 40척 발주가 된다고 봤을 때 상반기에 32척에 발주로 인해 하반기 수주는 제한적일 전망 ◼ 150k급의 ULAC의 경우 당장의 수주 기대감 보다는 미래를 보고 기술 투자한 개념임 ◼ 주로 암모니아 수출처가 미국에서 중국이나 인도 쪽으로 이동하리라 예상하기 때문에 결국에는 규모의 경제 효과를 추구하며 선형이 커질 전망 <b> 현재 인콰이어리 중인 가격 기준으로 VLAC, LNGC, 친환경 컨테이너선들의 수익성 비교는? </b> ◼ 현재 VLAC의 시장에서 인콰이어리가 소강 상태 ◼ 수익성은 LNG선 &gt; 암모니아운반선 &gt; 친환경 컨테이너선 <b> 두 번째는 모잠비크 프로젝트 관련해서 업데이트는? </b> ◼ 모잠비크 프로젝트 관련해서APA(선공사 착수 협약) 맺어서 자재 발주나 설계 진행을 하고 있고 관련된 비용에 대한 대금도 입금되는 상황 ◼ 프로젝트가 최종 이제 FID가 되려면 관련돼 있는 투자자들이 FID를 개별적으로 해야 되는 이슈가 있기 때문에 4분기 정도는 예상 <b> 혹시 모잠비크 APA 관련한 회계 처리는? 모잠비크 LNG선 8척의 건은? </b> ◼ 코랄 FLNG는 계약이 돼 있는 상황이 아니기 때문에 매출 인식을 하지 않고 있음 ◼ 발생한 비용은 선급 비용으로 기표를 하고, 돈을 받은 내용은 선수금으로 기표해둔 상황 ◼ 모잠비크 LNG선 8척의 경우 10월까지 계약을 발효할 수 있도록 합의가 된 상태 ◼ 기한 내에 계속 발주가 될 수 있었는지는 계속 모니터링하고 있음 ◼ 모잠비크 LNG선 8척의 경우 현재는 2028년 납기로 되어 있음. 다만 미국의 LNG 수주 프로젝트가 실제 승인이 나게 되면 28년도에 요구하는 프로젝트들이 좀 많이 생길 가능성 ◼ 최대한 매출을 올릴 수 있고 수익성을 확보할 수 있도록 유연하게 납기에 대응할 수 있도록 합의를 한 상황임 ◼ 기본적으로는 납기는 28년이지만 조선소가 유연하게 납기를 제시할 수 있는 옵션을 갖고 있다고 보면 됨  2분기 말에 재무 상태가 차입금이랑 기말 시재는 감소하고 차입금은 좀 확 늘었는데, 공사 증가에 따른 일 ◼ 매출이 늘면서 운전자금 부담이 일부 이제 발생했던 부분, 1분기에 SK 중재 관련 대규모 집행했던 부분이 자금 수지 적자로 확인 ◼ 하반기에는 자금 수지가 1조 4천억 정도 이제 흑자가 날 전망 ◼ 특히 헤비테일 호선들의 인도 척수가 상반기에 17척이 나갔다면 하반기에는 이제 27척이 예정돼 있어서 운전 자금이 회수가 예상, ◼ 코랄 계약에 따른 선수금 입금 등도 예상이 되고 있음 ◼ 현재 총 차입금 규모가 3조 7천 시재가 4천억이라면 연말에는 저희가 예상하기로는 총차입금은 한 2조 6천 시재는 한 7천억 수준을 가지고 가려고 지금 자금 계획은 수립해 놓은 상황 <b>삼성중공업 (010140) </b>",4237,HMC투자증권
