STK_CD,CMP_NM,TRD_DT,ADJ_PRC,PREV_ADJ_PRC,ADJ_HIGH_PRC,PRC_CHG,HIGH_PRC_CHG,RPT_ID,RPT_TXT,RPT_TXT_LEN,BRK_NM,
267260,HD현대일렉트릭,2024-07-23,346000,294000,364000,0.176870748,0.238095238,953535,<b>HD 현대일렉트릭 (267260/KS) </b><b>NDR 후기 </b>가장 많이 나온 질문 4 가지 목표주가: 450,,,"000 ""	1198	현대증권"
