STK_CD,CMP_NM,TRD_DT,ADJ_PRC,PREV_ADJ_PRC,ADJ_HIGH_PRC,PRC_CHG,HIGH_PRC_CHG,RPT_ID,RPT_TXT,RPT_TXT_LEN
443060,HD현대마린솔루션,2024-07-17,136400,122300,140300,0.11529027,0.147179068,952221,"<b>Issue Comment </b><b>HD 현대마린솔루션 443060 </b><b>2Q Review 영업이익 컨센서스 상회 </b><b>영업이익 컨센서스를 16.9% 상회 </b>2분기 매출액 4,379억원(+20.2% YoY, +14.3% QoQ), 영업이익 710억원(+29.6% YoY, +37.9% QoQ), 영업이익률 16.2%(+1.2%p YoY, +2.8%p QoQ)를 기록함. 영업이익 컨센서스 대비 16.9% 상회하는 실적을 기록함. 세전이익은 769억원(+39.6% YoY, +36.6% QoQ), 당기순이익은 567억원(+37.8% YoY, +27.9% QoQ)을 기록함 <b>전 사업 부문의 성장을 기록한 2분기 </b>AM솔루션 사업부의 경우 매출액 3,838억원(+28.5% YoY, +14.5% QoQ)을 기록함. 대형 선박 엔진 및 기자재 매출이 증가했으며, 전력 수급 불균형에 따른 육상 발전 엔진 부품 수요가 증가함 친환경솔루션 사업부의 경우 매출액 346억원(-31.1% YoY, +14.2% QoQ), 디지털솔루션 사업부의 경우 매출액 195억원(+25.0% YoY, +12.1% QoQ)을 기록함. 수익성의 경우 핵심사업부의 영업이익률이 +27% 수준까지 개선된 2분기. 통상적인 +24% 수준의 수익성에서 추가적인 개선을 확인함. 1) 인플레이션을 상회하는 수준의 단가를 정기적으로 반영할 수 있는 경쟁력, 2) 일회성이지만 수익성 높은 육상발전엔진용 부품 수요가 증가한 효과 <b>전일 발표한 배당은 주주환원정책에 대한 회사의 의지를 내포 </b>전일 발표한 중간 배당은 주당 450원, 배당금 총액 200억원이었으며 시가배당율 0.3% 수준이었음. 실적 설명회에서 연말 정기 배당과 50~70% 수준의 배당 성향 정책을 재강조함. 추가로 2025년부터 분기 배당에 대해서도 검토할 의지를 밝힘 <b>2Q24 Conference Call Q&A </b><b> 일회성 비용 설명은? </b>◼ 1회성 비용으로 특별히 인식을 한 항목은 없음 <b> LTSA 수주잔고 흐름이 어떤지? </b> ◼ LTSA(장기유지보수계약)는 3년 전부터 시작을 해서 2023년말 기준으로 약 1.6억달러 가량 잔고를 확보. LTSA 추가 수주를 기대. 2024년말 예상 잔고는 2023년보다 성장할 전망 <b> 육상발전엔진 부품 매출이 AM 사업부문에서의 대략적인 비중은? 디지털 솔루션에 대한 추가 설명은? </b> ◼ AM 전체 3,830억원 중 육상발전은 280억원 가량(10% 미만) ◼ 디지털 솔루션 프로덕트 믹스의 경우 제어제품, 하이코닉스, 아코닉스, 샤프트 제너레이터 등이 2024년부터 매출이 발생 중 ◼ 디지털 관련 서비스 매출도 있음. 하이코닉스가 제일 고마진 제품인데, 신조 인도가 늘어나게 되면서 하이코닉스 비중이 과거에 비해 증가하고 있음 <b> 최근 있었던 배당공시 및 추후 배당계획에 대한 설명은? </b> ◼ 중간배당 1회로 이해하면 됨. 배당성향 50-70%의 정책을 달성하기 위해 연말 정기배당을 하면서 맞출 예정. 중간배당을 하는 이유는 상장시점에 거래소와의 협의를 통해 과거 3년 수준의 배당 트렌드를 유지하기로 했기 때문. ◼ 하반기 기업가치 제고 계획에 따라 내년부터는 분기배당 여부에 대해서 검토할 예정. <b> 계절성이나 분기별 이익의 특성에 대한 설명은? </b> ◼ AM사업은 일부 특성이 있기는 함. 통상적으로 4분기에 매출액이 증가. 6~8월 등 2~3분기에는 휴가가 일부 겹치기 때문에 매출액 감소 가능성이 있음. <b> 2분기 영업이익률이 증가한 이유는? </b> ◼ 2분기에 영업이익률이 상승한 요인은 핵심 사업부문의 2분기 수익성이 +27%정도로 개선됨. 통상 24% 수준보다 높게 확인. 육상 발전향 매출 비중이 늘어나고 엔진관련 이익이 증가하면서 결국 AM사업 부문에 이익기여도가 개선됨  ◼ 20억원 정도 비용으로 처리되었음. 3분기에 반영될 비용은 없는 상황 ◼ 물가 상승률을 상회하는 수준으로 부품가격에 정기적 반영 중. ◼ 고부가인 DF 엔진 부품이 늘어나고 있기에, HD현대마린솔루션이 팔고 있는 가격의 인상 효과는 지속될 예정. <b>그룹차원에서의 STX중공업 인수가 당사 AM솔루션 사업부 매출 증대에 어떻게 영향을 줄 수 있을지? </b>◼ STX중공업이랑 AM사업을 같이 하고 있기 때문에 여러가지 시너지 효과를 기대하고 있음. 1) 글로벌 네트워크를 바탕으로, 판매채널 부분에서 클라이언트를 공유하면서 영업을 더욱 활성화. 2) Supply Chain 같기 때문에 STX중공업의 대형엔진부분과 HD현대중공업의 대형엔진 부품조달 경쟁력을 확보. 양사가 시너지를 낼 수 있는 부분에 대해서 7월말부터 검토를 시작할 예정. STX중공업의 AM사업부과 HD현대마린솔루션의 시너지를 일으킬 수 있는 방향으로 사업재편 등을 장기적으로 검토할 예정. 양사 주주에게 이익이 되는 방향으로 고려할 예정 <b>각 사업부문별 이익률을 설명은? </b>◼ 부문별 수익성에 대해서는 공시하고 있지 않음 <b>디지털 솔루션 사업부문 관련 M&A 진행현황 및 일정은? </b>◼ 씨벤티지(Sea Vantage)에 `지분투자. 배경은 현재 HD현대마린솔루션이 추진하고 있는 오션와이즈 사업의 가속화를 위해서 해운 ICT 전문 인력을 보유하고, 관련 데이터를 보유하고 있는 회사와의 전략적 협업을 강화하기 위함 ◼ 그 이외의 항만관련 서비스를 진행하고 있는 회사들과의 사업 제휴 그리고 인수 검토를 진행 중. 이 부분에 대해서는 정확한 시기를 언급하기는 어려운 상황이며, 사업적 제휴를 하고 회사 포텐셜을 참고하면서 최종적인 인수 검토를 하고 있음 <b>친환경개조 사업은 3~4분기에도 YoY기준으로 계속 부진할 예정인지? 파이프라인 및 협상 현황은? </b>◼ 2분기 매출 감소 이유는 수주한 공사 중에 공사 규모가 커지면서 리드타임이 좀 길어진 탓 ◼ 상반기에 목표로 했던 FSU, FSRU 개조 공사 및 수주시점이 지연 되었음. 지연된 이유는 발주처가 선박개조 외에도 육상설비개조까지 함께 투자 결정을 해야 하는 상황 때문이었음. 이해관계가 다소 복잡하기 때문에 의사결정이 좀 지연되고 있음. 다만, 이 개조공사에 대한 문의는 여전히 지속되고 있음. 이 중 깊게 논의를 하고 있던 공사들은 3분기에 가시적인 성과를 달성할 수 있을 전망. ◼ 친환경 매출의 경우 연간으로는 2023년 수준의 매출은 달성할 수 있을 전망 <b>실적 전망치에 대한 대략적인 가이던스가 어떻게 되는지? 상장 시점 그리고 지금 달라진 뷰가 있는지? </b>◼ 지난 3년간의 성장 추이를 2024년에도 유지 할 수 있다고 판단. 이익도 20% 수준의 성장률을 보일 수 있다고 기대 ◼ 조선업 호황과의 상관관계는 높지는 않으나 부품사업에서 어느정도 수혜는 있다고 봄. 대형 LTSA 등 선박 인도 시점에 HD현대마린솔루션이 수주를 하게 되다 보니 수주 파이프라인도 대부분 견고한 편 <b>남미지역 육상발전엔진 매출 지속가능성 및 하반기 트렌드는 어떻게 되는지? </b>◼ 육상발전은 글로벌한 트렌드는 아니며 친환경적이지도 않음. 구조적인 성장을 생각하지는 않음. 현의 수주로 인한 2~3년 간 매출 반영을 예상 ◼ 신조 DF 연료가 메탄올에서 LNG로 바뀌는 기조로 파악하고 있음. 초기에는 머스크를 비롯한 대형 선주사들이 메탄올 개조에 대한 문의를 했었으나, 최근에는 메탄올과 LNG가 믹스가 되고 있고 LNG DF 개조에 대한 부분이 증가하는 추세. 개조시장에서는 선주사들이 연료에 대한 의사결정을 좀 미루고 관망하고 경향을 보이고 있는 상황. 지금은 메탄올과 LNG가 섞여있는 상황으로 파악됨 ",3723
