STK_CD,CMP_NM,TRD_DT,CLOSE_PRC,PRE_CLOSE_PRC,HIGH_PRC,PRC_RTN,HIGH_PRC_RTN,RPT_ID,ANL_DT,RPT_TXT,RPT_TXT_LEN,BRK_NM_KOR,TARGET_PRC,TARGET_PRC_DT,PREV_TARGET_PRC,PREV_TARGET_PRC_DT
6280,녹십자,2024-08-01,144400,133700,147100,0.08003,0.100224383,955881,2024-08-06,,NULL,다올투자증권,NULL,NULL,NULL,NULL
9830,한화솔루션,2024-08-01,27000,24750,27350,0.09091,0.105050505,955851,2024-08-06,"<b>MARKETPEFORM </b><b>한화솔루션(009830) </b><b>미국시장 내 하반기 경쟁력 점검 </b>한화솔루션이 2분기 실적, 신재생에너지 적자 지속으로 영업손실 1,078억원 발표, Consensus 하회했으나 전기비 적자폭 축소. 미국 First Solar는 OPM 37%로 최대 이익 발표, 출하량 증가뿐 아니라 ASP 상승 기인. 하반기 미국 재고 지속, 박막형 대비 높은 원가로 손실 지속, CAPEX를 하회하는 EBITDA 추정되며 자금조달 및 금융비용 증가 예상. 투자의견 MARKETPERFORM 유지, 목표주가는 실적변경에 따라 22,000원(PBR 0.6x)으로 하향 <b> 상반되었던 2분기 실적 </b>동사 2분기 실적은 영업손실 1,078억원(YoY 적자전환, QoQ 적자지속)으로 시장 Consensus였던 영업손실 612억원을 하회, 당사 추정치인 영업손실 1,250억원 대비 선전했다. 2분기 수익은 신재생에너지의 918억 영업손실(OPM -9.4%) 영향이 컸다. 케미칼과 지분법손익에서 규모는 축소되었으나 적자가 지속되었고 영업외손익에서는 부채 부담에 따른 금융손실 1,317억원 등에 따라 당기순손실 3,298억원을 기록했다. 반면 주 타겟시장인 미국의 First Solar는 2분기 영업이익 US$373mn(OPM 36.9%)를 발표했다. 양사 모두 분기 출하량이 증가하였으나 First Solar의 경우 ASP 상승이 주요했다. 한화솔루션은 6월 이후 재고 변화가 크지 않고 시장 재고가 여전히 높은 수준이지만 가격 하락은 일단락된 것으로 전망했다. <b> 하반기 미국시장 경쟁력 점검 </b>주요 부문인 신재생에너지는 미국향 태양광 셀/모듈을 타겟시장으로 한다. 이에 미국시장 내 경쟁력을 점검했다. 미국의 UFLPA 적용에 따른 CBP 통 관검사 강화로 비중국 폴리실리콘의 가격 프리미엄이 지속되었다. 비중국산 폴리실리콘을 사용하는 동사와 같은 결정형 셀/모듈의 경우 이에 따른 원 가부담이 이어졌으나 시장재고가 단기일 내 해소되기 어렵다면 ASP 상승 으로 원가 전이가 제한적일 것이다. 반면 First Solar는 CdTe 에너지 변환 효율 개선(23.1%) 및 박막형 모듈생산에 따라 비중국산 폴리실리콘 프리미 엄에서 자유롭다. 따라서 보수적으로 하반기 시장 재고가 단기간내 해소되 지 않는다고 가정하면 미국 시장 셀/모듈 가격 회복도 제한적일 것으로 볼 수 있다. 이에 따라 우리는 하반기 손실 규모는 축소되지만 손실 구간은 이 어질 것으로 추정한다. 또한 ‘25년 미국 신규 태양광 설치량은 약 18% (EIA 전망)전후로 전망되며, 경쟁사인 First Solar의 미국내 Capa 및 출하 량 증가로 수요 성장분에 대한 경쟁은 이어질 것으로 판단한다. <b> MARKETPERFORM 유지, 목표주가 하향 </b>동사는 약 8000억원 영구채 발행으로 신종자본이 증가한다. ‘24년 CAPEX 약 3.2조원은 추정 EBITDA 0.2조원를 상회하는 수준으로 ‘24~’25년 부채 증가 및 금융비용 부담도 우려되는 상황이다. 추정치 변경으로 목표주가 22,000원(Fwd PBR 0.6x)으로 하향, MARKETPERFORM 의견을 유지한다. <b>자료: MSCI, 키움증권 리서치 </b>",NULL,키움증권,NULL,NULL,NULL,NULL
14820,동원시스템즈,2024-08-01,47600,43100,47950,0.10441,0.112529002,955856,2024-08-06,"<b>동원시스템즈 </b><b>(014820. KS) </b>38,000 원(8/5) <b>본업 실적 턴어라운드  </b>1,102(십억원) ◼ 2분기 매출 3,444억원, 영업이익 303억원 전년비 3%, 18% 증가. 분기 영업이익률 4년만에 최대치 기록 ◼ 유리병, 연포장, 제관부문 매출 회복되고, 일반 알루미늄 박 사업도 전년대비 매출 증가하며 적자 폭 축소 ◼ 배터리향 알루미늄박과 원통형 배터리 캔 매출액은 전기차 업황 부진 여파로 매출 성장 크지 않은 듯 ◼ 원통형 배터리 캔 증설 완료. 46파이는 고객사 일정 늦어져 기존 8월에서 4분기로 양산 지연될 것으로 판단 ◼ 업황 부진 불구 배터리용 알루미늄박 전용 라인 1기 증설 내년에 완공하고 파우치 셀 소재도 예정대로 투자 ◼ 본업 이익률 회복으로 배터리 신사업 투자 여력 더 높아져. 배터리 경쟁업체들 대비 업황 둔화 견디는 능력 좋아 ◼ 2024년 매출, 영업이익 전년비 6%, 16% 증가 예상. 음식료 패키징 사업 원재료 가격 안정과 신규 고객 확보로 ◼ 투자의견 BUY, 목표주가는 5만원 유지. 배터리 사업부 흑자전환 예상되는 내년부터는 밸류에이션 프리미엄 확대 80.9 28,991천주 52,200원 당기순이익 27,600원 52주 일간 Beta 1.03 60일 일평균거래대금 (11.2) 15.6 배당수익률(2024F) PBR(배) EV/EBITDA(배) 동원산업 (외 5인) 절대기준 94.6 동원시스템즈의 2 분기 매출, 영업이익은 각각 3,444 억원, 303 억원으로 전년비3%, 18% 증가했다. 본업인 음식료 패키징 사업인 연포장, 유리병, 제관 등에서 신규 고객확보와 기존 고객사향 매출이 증가한 것으로 파악된다. 관련 패키징 원재료 가격의 안정으로 고객사들이 주문을 늘린 것으로 판단된다. 환율효과까지 겹치면서 이익률은 2021 년 이후 분기 최대치인 8.8%를 기록했다. 하반기에도 극심한 글로벌 경기침체만 없다면 이와 같은 추세가 유지될 것으로 판단된다. 2024 년 동사의 매출과 영업이익은 1,354 억원, 935 억원으로 전년비 6%, 16% 증가하며 전년의 역성장에서 탈피할 것으로 추정된다. 올 해까지는 배터리 관련 사업이 적자를 기록하고 있는 것으로 파악되기 때문에 본업의 정상화는 그 순도가 더 높다. 미국과 유럽의 전기차 성장 둔화가 예상보다 더 깊게 진행되면서 동사의 배터리용 알루미늄박과 원통형 배터리 캔사업도 기대했던 것보다 매출 성장 속도가 늦어지고 있는 것으로 파악된다. 하지만 본업의 턴어라운드로 동사의 배터리 신사업에 대한 투자 여력은 과거보다 더 높아진 것으로 판단된다. 이에 따라 내년을 목표로 진행 중인 배터리 알루미늄 박 전용 라인 증설과 파우치 셀 소재 생산라인 신설도 예정대로 이루어질 것으로 보인다. 배터리 사업을 주로하는 경쟁업체들 대비 업황 둔화를 견디는 힘이 뛰어나기 때문에 오히려 긍정적인 시기가 될 수 있을 것으로 판단된다. 동사에 대해 투자의견 BUY, 목표주가 5 만원을 유지한다. 배터리 사업이 흑자로 전환되는 내년부터는 기존 대비 밸류에이션 프리미엄이 높아질 것으로 판단된다. <b>동원시스템즈(014820.KS) 재무제표 </b>",NULL,유진투자증권,NULL,NULL,NULL,NULL
140860,파크시스템스,2024-07-24,177300,160700,177400,0.1033,0.103920348,955888,2024-08-06,NULL,NULL,현대차증권,NULL,NULL,NULL,NULL
267270,HD현대건설기계,2024-07-22,68500,59100,69200,0.15905,0.170896785,955849,2024-08-06,"<b>.  Company Update </b><b>HD현대건설기계 (267270) </b><b>BUY(Maintain) </b><b>펀더멘털은 양호, 업황 개선이 필요 </b>주가(8/5): 51,700원 2분기 영업이익은 586억원으로 컨센서스를 하회하였다. 고금리 및 강달러 영향으로 선진/신흥 시장의 수요 부진이 길어지며 매출이 감소한 영향으로 판단한다. 하반기에는 미국의 금리 인하에 따른 수요 반등과 더불어 선진 시장의 딜러 재고 정상화에 힘입어 실적 성장세가 나타날 것으로 전망한다. 러-우 전쟁 종전 시 직수출 시장에서 러시아 지역의 매출 회복과 유럽 지역의 수요 개선이 긍정적인 영향을 미칠 것으로 판단한다. <b> 2분기 영업이익 586억원, 컨센서스 하회 </b>2분기 매출액 8,530억원(yoy -17.4%), 영업이익 586억원(yoy -39.3%, OPM 6.9%)를 달성하며 시장 기대치를 하회하였다. 이번 분기 실적 부진은 고금리 및 강달러 영향으로 선진/신흥 시장 수요 부진에 따른 매출 감소가 영향을 미친 것으로 파악된다. 특히, 유럽과 북미 시장의 수요가 금리 인하 지연의 영향으로 감소세가 지속된 부분이 주효했다. 신흥 시장 역시 달러 강세가 이어지며 구매력 악화로 러시아, 터키, 중남미 지역의 수요가 부진했던 것으로 파악된다. 다만, 인도/브라질 시장은 인프라 투자 및 신규 제품 출시 효과로 견조한 수요가 지속되며 매출과 이익 성장세가 나타난 것으로 추정한다. 매출 볼륨 감소와 지역 믹스 악화, 프로모션 비용 증가의 요인으로 이익은 감소하였으나 수익성은 양호한 수준으로 판단한다. <b> 반등의 환경은 마련했지만 매크로 여건 개선 필요 </b>이번 분기 북미/유럽의 선진 시장에서 프로모션 비용 확대에 따른 리테일 판매 촉진으로 딜러들의 재고가 정상 수준으로 조정된 것으로 추정한다. 하반기는 미국의 금리 인하 영향에 따른 수요 반등과 더불어 상반기 대비 개선된 영업 환경을 기반으로 실적 성장세가 나타날 것으로 전망한다. 또한, 연초부터 미니 굴착기 등 신규 제품 라인업을 확보하며 브랜드 경쟁력을 강화시킨 부분도 하반기 영업 환경에 도움이 될 것으로 판단한다. 신흥 시장에서는 중남미 지사 오픈 및 아프리카 지역의 판매망 강화로 일부 지역에서 성장세가 나타날 것으로 전망한다. 인도/브라질 지역은 하반기에도 견조한 수요에 힘입어 실적 성장세가 지속될 것으로 판단한다. <b> 투자의견 BUY, 목표주가 74,000원 유지 </b>2024년 매출액 3조 5,975억원(yoy -5.9%), 영업이익 2,239억원(yoy -13.0%, OPM 6.2%)을 전망한다. 최근, 미 대선의 영향 등으로 우크라이나 재건 수요에 대한 기대감이 형성되고 있다. 과거 우크라이나 시장 규모를 기반으로 전망했을 때 전후 복구 수요가 과거 대비 2~3배 상승하더라도 실제 매출에 기여하는 부분은 크지 않을 것으로 판단한다. 오히려 러-우 전쟁 종전 시 기존 직수출 시장에서 큰 비중을 차지했던 러시아 매출의 회복과 유럽 지역의 수요 개선이 기대된다. 투자의견 BUY, 목표주가 74,000원을 유지한다. <b>자료: MSCI, 키움증권 리서치 </b>",NULL,키움증권,NULL,NULL,NULL,NULL
