STK_CD,CMP_NM,TRD_DT,CLOSE_PRC,PRE_CLOSE_PRC,HIGH_PRC,PRC_RTN,HIGH_PRC_RTN,RPT_ID,ANL_DT,RPT_TXT,RPT_TXT_LEN,BRK_NM_KOR,BRK_TARGET_PRC,BRK_TARGET_PRC_DT,BRK_PREV_TARGET_PRC,RECOM_TYP_DT,RECOM_TYP_AVG,RECOM_TYP_MAX,RECOM_TYP_MIN,RECOM_TYP_MID,TARGET_PRC_AVG,TARGET_PRC_AVG_3_MONTHS_BEFORE,TARGET_PRC_MAX,TARGET_PRC_MIN,TARGET_PRC_MID,TARGET_PRC_DIFF,TARGET_PRC_CHG,TARGET_PRC_DT,RECOM_TYP_CNT,TARGET_PRC_CNT,TARGET_PRC_UP_1W,TARGET_PRC_DOWN_1W,TARGET_PRC_HOLD_1W,TARGET_PRC_NEW_1W,TARGET_PRC_UP_DOWN_1W
337930,브랜드엑스코퍼레이션,2024-08-08,10630,8180,10630,0.29951,0.299511002,956978,2024-08-09,NULL,NULL,키움증권,NULL,2024-08-09,NULL,2024-08-08,4,4,4,4,11000,NULL,11000,11000,11000,0.03481,0,2024-08-08,1,1,0,0,1,0,0
112610,씨에스윈드,2024-08-08,62500,52700,62500,0.18596,0.185958254,956905,2024-08-09,"<b>씨에스윈드 (112610) </b><b>일회성 이슈 감안해도 양호한 실적 </b><b>목표주가 80,000원으로 상향, 투자의견 매수 유지 </b>씨에스윈드 목표주가를 80,000원으로 기존대비 14.3% 상향하며 투자의견 매수를 유지한다. 2024년 예상 EPS에 목표 PER 20배를 적용했다. 2분기 실적은 시장 기대치를 크게 상회했다. 하부구조물 부문에서 고객사 협상으로 이뤄진 계약금 증액 효과가 반영된 영향 때문이다. 지난 분기 대규모 적자의 반대급부로 인한 일시적 이익 성장을 간주할 수 있으나 본질적인 마진도 양호한 추이를 보이고 있어 긍정적이다. 이후 추가 협상 진행 여부에 따라 하반기 중 규모는 다르지만 재현될 가능성이 존재한다. 2분기 누적 신규 수주는 약 9억달러 규모로 연간 목표 대비 60% 수준으로 보인다. 2024년 추정치 기준 PER 14.7배, PBR 2.0배다. <b>2Q24 영업이익 1,303억원(YoY +211.5%)으로 컨센서스 상회 </b>2분기 매출액은 8,578억원을 기록하며 전년대비 106.4% 증가했다. 하부구조물 부문 신규 인수 효과에 더해 타워 부문의 기여도가 개선되었기 때문이다. 이번 분기 반영된 AMPC는 327억원이며 고객사배분 41억원이 제외된 수치다. 영업이익은 1,303억원을 기록하며 전년대비 211.5% 증가했다. 하부구조물 부문에서 일시적 이익 개선 효과가 반영되었다. 문제가 되었던 해상변전소 마진 훼손 이슈는 해소된 것으로 보이며 지난 분기 527억원 적자에서 800억원 수준으로 회복된 것으로 추정된다. 단가 협상이 완료되었기 때문에 하반기에도 한 자리 수 중반 수익률이 이어질 수 있다. 타워 부문 마진은 10% 수준에 도달한 것으로 판단되며 AMPC를 제외한 이익률은 한 자리 수 중반 수준으로 예상된다. 앞으로 미국 법인의 매출 비중이 확대되는 과정에서 마진과 AMPC가 동시에 성장할 수 있어 긍정적이다. 이자비용 171억원, 외화환산손실 54억원, 매출채권처분손실 57억원이 반영되었지만 영업이익 증가로 세전이익과 순이익은 전년대비 개선되었다. <b>실적은 당분간 걱정 없음. 미국 정치 지형 변화 여부에 관심 </b>고객사와 단가 협상이 성공적으로 진행됨에 따라 하부구조물 부문 수익성이 정상화되었다. 물론 기존 수주잔고가 소진되는 과정에서 향후 일시적 매출 감소가 나타날 여지는 있으나 적어도 연내 단기 수익성 측면에서 리스크가 해소된 부분은 긍정적으로 볼 수 있다. 기존 본업인 타워 부문의 이익 기여도가 빠르게 성장하고 있다. 주력 거점인 미국 법인의 경우 전력인프라 부족 현상 등을 감안하여 생산설비 확장 속도를 조절하는 모습이나 주력 고객사 생산물량 비중 상승 등으로 견조한 실적이 이어질 수 있다. 미국 대선 결과에 따라 멀티플 <b>추정 재무제표 </b>",NULL,하나증권,80000,2024-08-09,70000,2024-08-08,4,4,4,4,72692.30769,80461.53846,90000,59000,70000,0.16308,0.00212,2024-08-08,13,13,1,0,12,0,1
337930,브랜드엑스코퍼레이션,2024-08-07,8180,7180,8220,0.13928,0.144846797,956978,2024-08-09,NULL,NULL,키움증권,NULL,2024-08-09,NULL,2024-08-08,4,4,4,4,11000,NULL,11000,11000,11000,0.03481,0,2024-08-08,1,1,0,0,1,0,0
214150,클래시스,2024-08-07,51300,45700,51800,0.12254,0.133479212,956955,2024-08-09,"<b>.  실적 Review </b><b>Outperform(Maintain) </b><b>클래시스 (214150) </b>주가(8/8): 49,300원 <b>매출액(원가율) 어디까지 올라가는(내려가는) 거예요 </b>2Q24 매출액은 컨센서스 부합, 영업이익은 컨센서스를 +5.4% 상회하였습니다. 장비 판매 성수기인 2분기답게 브라질, 태국 등지에서 HIFU, RF 장비들이 전반적으로 성장하며 장비 매출액 299억(YoY +36%)을 기록했습니다. 소모품 매출액은 QoQ -1.2% 줄어들었으나 시술 수요가 줄어든 것이 아니라 계절성에 의한 조정으로, 2H24 반등을 예상합니다. 공정 개선, 환율 효과, 장비 ASP 상승에 힘입어 매출총이익률은 사상 최고치를 경신하였고, 향후 매년 상승을 전망합니다. <b> 2Q24 호실적 달성, 모범생의 질주 </b>2Q24 잠정 실적은 매출액 587억(YoY +28.0%, QoQ +16.6%; 컨센서스 및 당사 추정치 부합), 영업이익 312억(YoY +34.7%, QoQ +17.6%, 영업이익률 53.1%; 컨센서스 +5.4% 상회, 당사 추정치 -3.0% 하회)이다. 2분기 성수기 효과를 누린 장비 매출액은 299억(YoY +36.1%, QoQ +43.5%, 매출 비중 50.9%; 당사 추정치 부합)으로 강한 성장세를 보여주었다. 브라질에서의 HIFU 장비 ‘울트라포머 MPT’ 수요 강세, 태국에서의 ‘울트라포머 3,’, ‘울트라포머 MPT’, 비침습 RF 장비 ‘볼뉴머’의 전반적인 성장세로 장비 수출액을 233억(YoY +42.9%, QoQ +62.9%) 기록하며 사업부 성장을 이끌었다. 소모품 매출액은 261억(YoY +19.8%, QoQ -1.2%, 매출 비중 44.4%; 당사 추정치 부합)으로 전 분기보다 규모와 비중이 모두 줄었다. 시술 수요가 줄어든 것이 아니라 계절성에 의한 조정으로, 2H24 소모품 매출액 반등을 예상한다. 매출총이익률은 80.9%로, 또 다시 역대 분기 최고치를 경신했다. 당사가 계속 강조해온 Lean 공정과 고환율 수혜, 데모 장비의 정식 판매 전환에 따른 해외 ‘볼뉴머’ 장비 ASP 희석 효과 감소로 원가율이 지속적으로 낮아지고 있다. 판관비에서는 유명 연예인들을 동사의 장비 프로모션 모델로 선정하였으나, 관련 비용 인식은 7월부터로 2Q24 손익에는 영향을 미치지 않았다. 미국 시장 진출 컨설팅 비용, 이루다와의 합병 관련 자문 수수료 등이 집행되었으나 이익률을 크게 낮출 만한 요인은 되지 않았다. <b> 다가오는 미국 진출 모멘텀, 목표주가 5.8만 원으로 상향 </b>선행 4개분기 EPS 전망치 1,943원에 목표 PER 30배를 적용하여 목표주가 58,000원으로 상향한다. `24년 연간 매출액 가이던스 YoY +25%를 2개분기 연속 상회하는 외형 성장세를 기록했다. 수년째 착실히 사업을 키워오고 있는 모범생을 의심할 필요는 없다. 원가 절감 효과가 확실하게 나타나며 매출총이익률이 `24년 80.2% → `25년 80.4% → `26년 81.2%로 상승할 것이라 전망한다. `22년 11월부터 국내 판매를 개시한 ‘볼뉴머’의 국내 누적 장비 판매 대수가 연말 700대 수준으로, 국내 연간 ‘볼뉴머’ 소모품 매출액 96억 원을 달성할 것으로 전망한다. 미국 파트너사 계약 체결은 9월 말에 마무리한다는 기존의 목표대로 협상을 진행 중이다. 4Q24 미국 출시 이후 `25년부터 유의미한 실적을 기록할 수 있을 것이고, 컨설팅 결과에 따라 판가 전략이 갈릴 예정이다. <b>자료: MSCI, 키움증권 리서치센터 </b>",NULL,키움증권,NULL,2024-08-09,55000,2024-08-08,4,4,4,4,55250,45111.11111,60000,48000,57500,0.12069,0,2024-08-08,8,8,0,0,8,0,0
3720,삼영,2024-08-06,3415,3090,3490,0.10518,0.129449838,956974,2024-08-09,NULL,NULL,NH투자증권,NULL,2024-08-09,NULL,2024-08-08,NULL,NULL,NULL,NULL,NULL,5400,NULL,NULL,NULL,NULL,NULL,2024-08-08,NULL,NULL,0,0,0,0,0
337930,브랜드엑스코퍼레이션,2024-08-06,7180,6570,7330,0.09285,0.115677321,956978,2024-08-09,NULL,NULL,키움증권,NULL,2024-08-09,NULL,2024-08-08,4,4,4,4,11000,NULL,11000,11000,11000,0.03481,0,2024-08-08,1,1,0,0,1,0,0
35760,CJ ENM,2024-08-08,78600,71200,79200,0.10393,0.112359551,956916,2024-08-09,"<b>BUY (유지) </b><b>CJ ENM (035760) </b><b>티빙이 곧 흑자를 달성합니다 </b><b>미디어 내 탑픽 유지 </b>티빙이 예상보다 더 빠른 성장을 보여주면서 하반기에 분기 BEP 이상이 가능할 것이며, 2025년에 오리지널 텐트폴 드라마 확대와 같은 전략이 없다면 연간 흑자 전환이 확실하다. 웨이브와의 합병 이슈는 최소 중립 이상으로 작용할 것이며, 비핵심자산 매각을 통해 재원을 확보한다면 상당히 좋은 흐름이 예상된다. 파업 정상화에 따른 피프스 시즌의 추가적인 실적 개선 가능성도 여전하며, 음악에서도 첫 자체 IP를 확보한 걸그룹이 데뷔를 앞둔 만큼 향후 영업이나 영업외적으로 모두 긍정적인 흐름을 예상한다. 미디어 내 탑픽을 계속 유지한다. <b>2Q OP 353억원(흑전) </b>2분기 매출액/영업이익은 각각 1.16조원(+11% YoY)/353억원(흑전)으로 컨센서스(423억원)를 하회했다. 부문별 영업이익은 미디어플랫폼이 165억원(흑전)으로 TV광고가 -16% 역성장했음에도 티빙이 유료가입자 및 광고 매출 성장으로 영업손실이 117억원까지 축소했다. 영화드라마는 -182억원(적지)으로 피프스시즌이 -202억원을 기록했고, 국내 영화는 개봉작이 부재했다. 3분기에는 유통 매출 회복 가능성이 있고, &lt;베테랑2&gt; 개봉에 대한 기대까지 감안하면 적자를 추가로 축소할 가능성이 높다. 커머스는 275억원(+47%)으로 1분기에 이어 호조를 보였으며, 음악은 49억원(-59%)으로 부진했지만 하반기에는 ZB1을 포함한 아티스트들의 컴백과 신인 그룹들의 데뷔로 성장할 것이다. 영업외적으로는 넷마블 지분 매각 관련 손익이 400억원 이상 반영되면서 9개 분기 만에 순이익이 흑자 전환했다.  <b>티빙의 예상보다 더 빠른 성장과 여전한 재무구조 개선 기대 </b>KBO가 역대급 흥행 속도를 보이면서 티빙의 MAU는 750만명 돌파, 분기 매출 1,000억원에 안착했다. 실적 레버리지 효과로 적자를 빠르게 축소하고 있는데, 2분기는 KBO 중계권 상각이 온기로 반영된 것임에도 상당히 좋았다. 3분기는 기존 가입자 대상 가격 인상 효과가 반영되면서 BEP에 근접한 수준이 예상된다. 광고 매출도 100억원을 돌파했는데, 신규 가입자 중 30~40%가 광고요금제를 선택하고 있다. 4분기에는 배구 등 타 스포츠 중계권 확보를 통해 가입자 성장을 도모할 계획이다. 재무적으로는 라이브시티에 하반기 약 1,000억원 정도의 자본 투입 및 2026년까지 순차적인 채무 상환 계획을 가지고 있다. 연내 웨이브와의 합병 가능성도 여전하나, 합병이 안 되더라도 절대 악재는 아니다. 2가지 이슈를 고려해볼 때 넷마블의 추가적인 지분 매각이 필요할 것으로 예상되는데, 비핵심자산 매각은 무조건적인 호재다. <b>추정 재무제표 </b>",NULL,하나증권,100000,2024-08-09,100000,2024-08-08,4,4,4,4,107250,106230.7692,115000,100000,110000,0.3645,0,2024-08-08,16,16,0,0,16,0,0
35760,CJ ENM,2024-08-08,78600,71200,79200,0.10393,0.112359551,956900,2024-08-09,"<b>CJ ENM  차곡차곡 쌓여가는 신뢰 </b>2Q24 매출 1.2조원(+11% yoy), OP 353억원(흑전 / + 657억원 yoy) ◼ 상반기 실적 개선의 주역은 커머스와 티빙. 하반기는 F/S과 음악이 주도 ◼ 라이브시티 관련 손실은 2천억원 수준, 넷마블 지분 유동화로 자금 확보 <b>투자의견 매수(Buy), 목표주가 110,000원 유지 </b>12M FWD EPS 5,528원에 타겟 PER 19배 적용 PER 기준: 18년 CJ E&M-CJO 합병 Pro-forma OP 2.5천억원 수준에 근접할 경우 CJ E&M과 CJO의 합병 전 PER 5년 평균인 21배 적용 예정 <b>2Q24 Review: 2Q 실적 개선의 주역은 커머스와 티빙. 하반기는 F/S과 음악 </b>매출 1.2조원(+11% yoy, +1% qoq), OP 353억원(흑전 yoy, +186% qoq) 미디어/플랫폼 165억원(+464억원 yoy), 영화/드라마 -182억원(+129억원 yoy) 음악 49억원(-71억원 yoy), 커머스 275억원(+88억원 yoy) 등 +657억원 yoy 1Q23 -503억원 → 2Q -304억원 → 3Q 74억원 → 4Q 587억원 → 1Q24 123억원 → 2Q 353억원 → 3QE 511억원 → 4QE 1,042억원 2Q 실적 개선의 주역은 커머스와 티빙 커머스. 18년 합병 후 18~21년 연평균 OP 1.4천억원, OPM 10%의 캐쉬카우 21년 하반기부터 디지털 역성장 및 TV 역성장 폭 확대로 22~23년 연평균 OP 700억원, OPM 5%로 급감. 디지털 1Q24 +16% yoy, 2Q +4%에 힘입어 OPM 7%대로 회복. 24E OP 895억원(+29% yoy), OPM 6.5%(+1.3%p yoy) 티빙. 유료 가입자 452만명 추정(+29% yoy). 매출 1,080억원(+41% yoy), OP -117억원(적지 / +362억원 yoy). 24E OP -453억원(+966억원 yoy) 하반기는 F/S(Fifth Season)과 음악이 실적 개선 이끌 것으로 전망 2Q TV 2편 딜리버리 및 2편 라이브러리 유통. 매출 1,572억원(+106% yoy), OP -202억원(적지 / +124억원 yoy). 이익은 개선됐으나 기대보다는 낮은 수준. 하반기에는 TV 시리즈 포함 17편의 딜리버리 전망. 24E OP -18억원(+637억원 yoy) 음악. &lt;제베원&gt; 미니 4집, &lt;ME:I&gt; 싱글 2집, &lt;JO1&gt; 싱글 9집 발매. &lt;I-Land2: N/a&gt;에서 배출한 신규 걸그룹 &lt;izna&gt; 데뷔, &lt;INI&gt; 일본 전국 FAN-CON 투어, &lt;제베원&gt; 해외 투어 등 굵직한 이벤트 예정 <b>라이브시티는 넷마블로 방어 가능 </b>라이브시티가 최종 청산된다면 당사 추정 약 2천억원 수준의 손실 인식 전망 최근 넷마블 지분 일부 매각으로 확보한 2천억원 초반 수준의 자금으로 방어 가능 실적은 좋아지고, 신뢰는 쌓여가고, 리스크는 방어 가능. 적극 매수 타이밍 <b>재무제표 </b>",NULL,대신증권,110000,2024-08-09,110000,2024-08-08,4,4,4,4,107250,106230.7692,115000,100000,110000,0.3645,0,2024-08-08,16,16,0,0,16,0,0
35760,CJ ENM,2024-08-08,78600,71200,79200,0.10393,0.112359551,956898,2024-08-09,"<b>CJ ENM BUY(유지) </b><b>고맙다 선재야 </b><b> 2Q24 Review  </b>컨센서스 하회했지만 건강한 이익 시현: 2Q24 매출액은 11,647억원(+11.0%yoy), 영업이익 353억원(흑전yoy)으로 시장 예상치(영업이익 423억원)를 하회했지만, 티빙의 적자폭 감소가 눈에 띈다. 티빙은 영업적자 117억원을 기록했다. 티빙 유료 가입자 +29%yoy, 광고 매출 100억원 이상을 기록했는데, 이에 따라 적자규모가 전분기대비 268억원, 전년대비 362억원 감소한 점이 고무적이다. Fifth S.도 영업적자 202억원으로 전년대비 적자폭을 축소하고 있다. 이외에도 눈물의 여왕, 선재업고튀어 흥행으로 미디어플랫폼 매출은 +3%yoy, 영화드라마 매출은 +25.3%yoy 성장했다. <b> Comment   </b>하반기에도 이익 성장 기대: 하반기는 티빙과 F/S 적자 감소 + 음악 이익 성장에 집중하자. 티빙 기존 가입자 요금제 인상 효과 온기로 반영, KBO 가을 야구 효과로 티빙 적자 규모는 약 70억원 수준으로 축소될 것으로 전망된다. KBO트래픽을 타 스포츠 경기나 오리지널 콘텐츠로 연말까지 유지할 수 있다면, 4Q24에는 영업 흑자도 기대해 볼 수 있겠다. F/S은 3Q 드라마 1.5편, 4Q 4편 공급이 예정돼있다. 하반기에 유통 가능한 판권이 몰리는 점을 고려 시 4분기 이익 성장도 충분히 가능해 보인다. 음악도 제베원 아시아 투어 등 콘서트 증가로 이익 확대가 예상된다. 이를 반영한 24년 연간 매출액은 47,844억원(+9.5%yoy), 영업이익 151억원(흑전yoy)이 전망된다. <b> Action    </b>투자의견 BUY 및 TP 10.7만원 유지: 라이브시티 관련 손익은 행정상 결정된 바는 없으나, 하반기손상으로 2~3천억원 이내에서 처리 될 가능성이 높다고 판단된다. 지난 넷마블 지분 일부를 유동화 한 것처럼 추가적인 자산 유동화를 통해 빠른 재무구조 개선도 기대해 본다. 티빙과 F.S 중심으로 본업인 미디어 사업부문 실적 개선이 지속되고 있어, 미디어 업종 내 투자 매력도도 가장 높다고 판단된다. 건강한 체질 개선이 지속되길 바라며, 투자의견 BUY를 유지한다. ",NULL,DB금융투자,107000,2024-08-09,107000,2024-08-08,4,4,4,4,107250,106230.7692,115000,100000,110000,0.3645,0,2024-08-08,16,16,0,0,16,0,0
35760,CJ ENM,2024-08-08,78600,71200,79200,0.10393,0.112359551,956975,2024-08-09,NULL,NULL,메리츠증권,NULL,2024-08-09,105000,2024-08-08,4,4,4,4,107250,106230.7692,115000,100000,110000,0.3645,0,2024-08-08,16,16,0,0,16,0,0
